Course	Room	Teacher	Time	Students
1	PK278	1	13	1 22 29 32 60 88 134 151 204 225 259 260 265 332 385 412 416 437 442 504 509 534 549 562 590 
2	PK338	2	7	1 20 22 25 28 29 32 62 74 88 134 143 151 196 204 213 218 259 260 265 332 361 
3	PK180	3	10	2 75 589 667 669 738 795 965 
4	TAYF	4	16	3 8 142 299 497 
5	PK338	5	10	3 8 50 105 121 224 350 362 388 389 421 434 461 474 497 523 556 581 632 644 815 819 911 1019 
6	PK338	6	2	4 78 235 393 426 494 660 693 809 828 833 909 926 931 954 967 997 1044 1134 1309 1311 1325 1337 1341 1347 
7	DAL119	7	4	5 303 
8	PK20	8	6	5 7 24 331 347 371 402 446 481 493 511 521 551 605 612 613 624 626 650 676 698 699 700 702 707 710 715 731 751 763 765 768 797 813 835 842 866 870 881 907 915 927 940 948 951 982 984 996 998 1009 1010 1046 1058 1126 1211 1220 1230 1259 1260 1290 1291 1300 
9	TH110	2	9	6 14 113 126 134 179 411 535 552 571 573 592 757 841 1162 1303 
10	PK20	9	1	6 13 231 520 559 619 645 646 647 648 649 650 652 656 675 682 691 701 705 727 730 733 734 738 746 750 762 764 768 774 784 785 793 796 803 808 820 834 846 850 851 906 909 910 911 912 913 914 915 916 918 919 920 921 922 923 924 925 926 927 928 929 930 931 932 933 934 935 936 937 938 939 940 942 943 944 945 946 947 948 949 950 951 952 953 954 955 956 957 958 959 960 961 962 963 964 965 966 967 968 969 970 971 972 973 974 975 976 977 978 979 980 981 982 983 984 986 987 988 989 990 991 992 993 994 995 996 997 998 999 1000 1001 1002 1003 1004 1005 1006 1007 1008 1009 1010 1011 
11	PK20	10	13	6 85 113 219 254 289 453 537 552 622 624 634 637 642 661 671 710 730 734 797 838 940 963 972 983 1013 1021 1060 1093 1123 1136 1164 1173 1179 1212 1220 1221 1229 1238 1259 1263 1276 1291 1312 1323 1332 1338 
12	PK243	11	17	7 273 398 420 684 825 848 930 984 999 1156 1183 1203 1230 
13	PK278	12	4	7 37 39 45 63 73 85 109 110 111 119 127 135 141 142 146 153 163 165 166 174 181 185 226 236 242 258 266 271 273 299 330 348 665 897 
14	PK100	13	10	115 262 366 443 496 1130 
15	TH110	14	17	9 131 140 162 190 227 255 256 277 300 311 330 356 363 425 503 579 588 
16	PK278	14	10	9 31 38 53 99 112 131 136 140 159 163 173 190 197 220 227 255 256 275 277 295 308 311 327 334 335 356 364 579 
17	PK336	15	16	10 329 378 419 721 997 1128 1132 
18	PK243	16	10	11 28 117 225 257 272 314 336 358 493 1127 
19	TH110	16	8	11 12 34 87 94 132 160 164 176 180 184 237 278 303 331 353 522 558 568 
20	PK25	17	8	29 59 86 112 143 159 190 335 566 
21	PK336	18	17	11 81 96 223 609 695 908 1177 
22	PK20	19	10	13 244 354 462 617 627 636 663 677 717 728 746 761 777 783 807 834 855 862 866 884 890 910 913 916 918 948 955 958 998 1006 1029 1075 1080 1087 1101 1106 1120 1144 1147 1165 1184 1196 1226 1239 1253 1270 1277 1302 1314 1352 
23	PK20	20	11	13 36 67 169 178 370 459 470 622 652 705 727 734 741 770 854 858 914 918 919 935 943 945 946 969 978 1001 1003 1024 1052 1053 1054 1062 1184 1191 1194 1213 1214 1222 1223 1224 1229 1231 1234 1265 1277 1279 1280 1292 1294 1328 
24	PK234	21	15	14 61 232 
25	PK338	22	14	14 22 40 43 189 246 257 264 272 281 293 391 397 403 456 460 484 486 582 892 
26	PK278	23	9	15 42 43 96 101 128 130 168 171 172 208 293 298 318 325 386 397 403 423 494 516 524 532 547 555 561 575 587 603 801 
27	PK234	24	2	15 23 57 279 325 
28	PK234	25	1	15 244 349 385 388 490 
29	TH224	26	1	16 41 49 189 500 573 587 589 597 725 795 836 
30	PK100	26	2	16 189 422 500 546 587 589 597 
31	CARP21	27	10	17 124 322 
32	PK234	28	14	17 139 292 322 736 
