Course	Room	Teacher	Time	Students
1	TH224	1	4	1 29 32 60 88 113 134 151 204 225 259 260 265 332 385 412 416 437 442 504 509 534 549 552 562 590 
2	TH224	2	7	1 20 22 28 29 32 62 74 88 134 143 151 196 204 213 218 259 260 265 332 361 
3	TAYG	3	7	2 75 667 669 738 761 783 795 965 
4	TAYG	4	15	3 8 142 207 299 497 
5	TH110	5	8	3 8 50 105 121 224 350 362 388 389 421 434 461 474 497 523 556 581 632 644 815 819 911 1019 
6	TAYG	6	3	4 235 393 426 494 660 693 809 828 833 909 926 931 954 967 971 997 1044 1134 1309 1311 1325 1337 1341 1347 
7	EHI	7	2	5 303 
8	TAYG	8	1	5 7 24 331 347 371 402 481 493 511 521 551 613 676 698 699 700 702 731 751 813 842 866 870 881 907 984 998 1010 1058 1126 
9	TH224	2	9	6 14 113 134 411 535 552 571 573 592 623 757 841 1162 1238 1303 
10	DAL119	9	1	13 520 619 647 648 652 656 738 746 768 784 793 820 834 850 851 906 909 910 916 919 920 926 931 932 935 938 939 942 946 947 952 955 956 957 
11	PK25	10	1	6 85 113 219 254 289 537 552 622 634 661 671 710 730 734 797 838 940 963 972 983 1013 1021 1093 1123 1136 1173 1179 1220 1221 1229 1259 1263 1276 1291 1312 1323 1332 1338 
12	PK243	11	3	7 273 398 420 684 793 825 848 930 984 999 1156 1183 1203 1230 
13	TH110	12	5	7 37 39 45 63 73 85 109 110 111 119 127 135 141 142 146 153 163 165 166 174 181 185 226 236 242 258 266 271 273 299 330 348 665 897 
14	TAYG	13	11	8 115 262 366 443 496 1130 
15	CARP21	14	7	9 131 140 162 190 227 255 256 277 300 311 330 356 363 425 430 503 579 588 
16	CARP21	14	2	9 31 38 53 99 112 131 136 140 159 163 173 190 197 220 227 255 256 275 277 295 308 311 327 334 335 356 364 579 
17	DAL212A	15	3	10 329 419 721 1128 1132 
18	TH224	16	14	11 28 117 163 225 227 257 272 311 314 358 493 1127 
19	TH224	16	8	11 12 34 87 91 94 132 160 164 176 180 184 237 278 303 331 353 522 558 568 
20	CARP21	17	10	11 29 38 59 86 112 143 159 190 335 566 
21	TAYE	18	2	11 81 223 609 695 908 
22	TH110	19	2	13 244 354 462 617 636 663 677 717 746 761 777 783 807 834 855 862 866 884 890 910 913 916 918 948 955 958 998 1006 1029 1075 1080 1087 1101 1106 1120 1144 1147 1165 1184 1196 1226 1253 1270 1277 1302 1314 1352 
23	TAYD	20	1	36 67 169 178 370 459 470 741 770 854 858 1003 1024 1052 1054 1194 1213 1223 1265 1277 1280 1294 1328 
24	PK20	21	11	14 61 168 210 232 
25	PK20	22	4	14 22 40 43 171 189 246 257 264 272 281 293 391 397 403 456 460 484 486 582 892 
26	PK20	23	2	15 42 43 96 101 128 130 168 171 172 208 293 298 318 325 386 397 403 423 494 516 524 532 547 555 561 575 587 603 801 
27	PK20	24	10	15 23 57 272 279 325 
28	TAYG	25	16	15 244 349 385 490 
29	PK278	26	3	16 41 49 189 320 500 546 573 587 589 597 725 747 795 836 
30	PK278	26	5	16 189 422 500 546 587 589 597 
31	TAYB	27	5	17 124 322 
32	TAYB	28	3	17 139 292 322 736 
33	PK20	29	1	18 156 192 377 410 450 453 501 517 527 564 608 645 653 660 662 673 693 701 713 724 743 750 758 759 763 775 781 789 796 806 833 856 868 882 894 905 913 927 929 949 1002 1007 1009 1019 1031 1034 1037 1039 1041 1045 1055 1056 1059 1067 1114 1117 1166 1206 1210 1217 1234 1244 1247 1251 1254 1258 1264 1267 1272 1297 1298 1301 1318 1334 
34	PK278	30	1	245 417 433 476 508 528 559 590 612 624 628 637 642 649 650 666 668 682 726 755 756 769 792 801 802 819 822 835 843 845 874 877 886 889 893 899 924 925 937 943 961 966 977 978 982 986 988 1001 1005 1011 1028 1050 1060 1192 1208 1222 1224 1230 1231 1232 1235 1255 1278 1289 1292 1296 1342 1346 
35	PK243	31	1	89 101 122 128 136 170 172 215 315 320 397 446 451 460 461 464 471 484 546 549 561 562 582 584 719 728 747 890 892 1238 
36	TH110	19	9	19 39 44 75 83 86 89 120 125 144 179 186 205 215 239 243 244 270 291 313 315 316 346 
37	TAYD	32	5	98 173 291 342 535 542 620 640 680 837 1078 1169 
38	TH224	33	5	19 25 176 184 203 208 222 275 327 372 396 428 487 522 566 568 594 598 629 679 689 690 777 904 1147 
39	DAL2	17	5	20 462 
40	TH224	34	1	20 126 182 375 473 482 492 509 519 592 605 618 646 697 705 707 715 733 761 771 785 821 832 836 857 867 876 896 898 918 948 958 980 995 1000 1015 1017 1020 1035 1057 1066 1158 1184 1186 1187 1209 1239 1240 
41	TH224	35	11	20 38 302 317 351 535 598 732 739 772 812 849 852 1079 1150 1171 
42	DAL119	36	5	21 24 30 47 84 107 123 129 182 207 211 221 326 347 351 355 463 788 
43	DAL119	37	4	21 25 26 44 72 84 89 114 135 140 205 220 238 347 383 463 547 599 722 799 887 
44	DAL119	37	2	21 49 116 203 247 336 505 521 523 526 538 626 629 658 751 765 803 842 887 920 972 1000 1046 1089 1190 1214 1267 
45	PK20	38	3	22 40 43 57 61 64 70 82 88 191 217 225 264 290 298 318 361 391 460 484 586 596 600 
46	DAL119	39	3	24 30 66 116 129 203 207 211 221 238 251 275 326 347 351 457 475 505 521 526 538 788 
47	PK20	40	7	25 120 138 291 338 482 510 592 596 681 837 862 863 1084 1137 1141 
48	TH224	7	13	151 237 272 281 309 387 395 433 1024 1096 1099 1256 1269 
49	TH110	41	13	26 33 150 158 187 222 250 261 357 368 396 401 405 427 496 541 584 595 
50	TAYF	42	5	26 108 118 121 158 161 247 261 297 309 328 344 
51	TAYG	43	4	27 37 65 108 302 389 491 664 708 775 800 920 
52	TAYG	44	17	27 63 84 241 265 334 
53	BYC127	45	4	566 1160 
54	DAL119	46	9	28 47 130 211 463 551 845 
55	DAL119	46	10	28 47 130 211 463 551 845 
56	CARP21	47	3	29 74 112 197 250 277 307 324 364 373 473 496 536 570 594 618 692 755 765 770 786 817 876 885 942 944 1102 1148 
57	CARP21	48	8	31 53 61 290 295 308 317 541 654 752 858 1250 
58	PK25	49	4	270 294 314 324 812 1113 
59	PK25	49	8	32 154 571 880 902 989 
60	DAL119	50	11	33 158 250 438 
61	TAYF	51	10	33 138 194 200 248 253 333 354 359 365 
62	TAYF	41	16	33 188 250 368 406 421 438 655 
63	DAL119	35	13	194 249 436 483 
64	TH110	52	16	34 71 166 176 185 258 340 363 382 388 413 474 522 811 859 874 1269 
65	TH224	53	16	92 174 266 399 537 600 731 782 946 962 1076 1223 
66	TH224	54	3	34 104 212 231 372 430 433 506 517 613 616 635 665 699 702 743 762 768 906 940 974 989 1008 1026 1036 1039 1053 1062 1076 1188 1215 1221 1242 1257 1275 1280 1284 
67	PK243	55	4	35 331 339 390 449 502 517 592 622 687 736 741 
68	PK243	56	5	35 282 449 473 548 560 
69	CARP25	57	2	36 145 177 233 283 
70	CARP15	58	2	
71	DAL1	27	1	578 967 1233 
72	DAL119	50	15	38 330 711 787 
73	TH110	59	7	39 91 222 317 343 462 478 593 604 641 663 677 686 700 703 717 777 805 821 832 885 890 900 1077 1106 1147 1165 1302 
74	TAYB	60	4	139 237 581 828 
75	TAYD	61	4	41 420 619 649 657 659 677 685 750 850 922 983 997 1066 1226 
76	PK338	62	1	41 109 160 286 329 386 404 415 448 455 553 615 670 675 691 762 773 774 799 824 846 873 891 911 912 915 923 936 950 951 964 969 971 973 974 990 991 994 1012 1027 1033 1040 1053 1061 1062 1156 1164 1168 1193 1207 1211 1212 1214 1218 1225 1245 1261 1275 
77	PK25	63	11	41 103 408 448 
78	PK243	64	2	41 267 285 346 545 725 752 774 954 981 1218 1219 1261 
79	PK20	21	5	42 56 64 117 122 172 232 268 279 325 423 456 572 582 600 628 755 756 886 
80	PK338	65	12	42 56 57 58 137 183 253 287 288 304 321 373 393 524 554 
81	EHIII	66	4	45 206 326 357 384 388 409 811 1348 
82	PK243	11	16	45 127 319 
83	TAYC	67	1	46 71 306 474 722 818 
84	PK338	68	8	46 172 193 232 243 279 349 427 452 469 575 676 731 771 816 823 839 861 1064 1070 1097 1103 1216 
85	TH251	9	2	46 149 322 407 502 539 
86	TH251	69	3	46 199 301 360 
87	PK338	70	17	48 93 183 229 280 287 458 
88	TH110	71	17	87 145 148 157 168 254 383 602 720 771 970 999 1048 1276 1319 
89	PK338	70	16	48 280 365 367 458 554 827 864 
90	PK278	30	6	49 82 103 189 192 263 269 345 
91	TH110	72	4	50 58 104 117 150 156 170 188 247 340 355 401 427 461 536 584 586 595 603 607 611 628 713 759 801 815 844 905 1082 1088 1108 1124 1155 1157 1176 1182 
92	EHIII	73	2	51 69 92 165 166 284 475 599 665 709 1167 
93	DAL2	74	7	51 
94	CARP21	75	4	51 370 446 478 583 639 700 742 744 919 928 947 963 970 1016 1048 1058 1072 1083 1091 1119 1201 1213 1237 1249 1268 1285 1309 1312 
