Course	Room	Teacher	Time	Students
1	TAYG	1	9	1 697 887 945 
2	TH111	2	2	2 345 581 582 
3	TH110	3	14	3 112 288 419 452 543 575 600 637 767 819 830 837 
4	TAYF	4	7	3 60 222 408 511 573 578 592 638 683 695 707 712 731 737 738 794 865 983 1004 
5	DAL204	5	2	4 69 76 78 81 113 142 180 181 189 194 201 202 232 241 249 270 285 362 589 
6	TH224	6	14	4 217 466 469 528 588 799 
7	TH110	7	8	4 243 348 355 422 446 473 495 502 574 605 609 659 686 691 697 698 707 751 799 843 
8	CARP25	8	3	4 31 620 1051 
9	GOB	9	4	5 663 820 858 962 998 1111 
10	TH110	10	7	5 38 87 137 192 226 239 310 316 366 411 437 456 474 477 479 496 518 521 570 586 1106 
11	TAYG	11	4	6 11 87 102 134 215 298 
12	PK25	12	12	7 13 14 45 81 90 183 234 264 286 320 346 416 470 
13	TH224	13	16	8 72 154 351 357 
14	TAYD	14	11	8 146 165 182 193 232 267 341 407 
15	PK338	15	1	8 19 25 77 81 88 122 138 144 189 197 201 223 231 339 501 503 505 520 523 528 562 590 635 696 713 725 727 735 742 743 748 751 757 759 765 775 786 788 802 806 807 813 816 833 857 868 870 871 875 876 877 884 888 894 895 898 910 911 912 914 918 920 921 922 926 927 930 933 939 951 956 960 962 963 964 965 967 970 971 972 975 977 981 982 986 988 992 993 995 996 999 1001 1005 1006 1007 1013 1015 1017 1024 1026 1029 1031 1032 1033 1037 1038 1041 1042 1048 1054 1057 
16	DAL204	16	5	9 18 25 131 231 696 755 789 864 1040 1048 1066 
17	TH224	17	9	9 75 324 375 380 432 512 535 550 769 
18	TH224	18	4	9 10 15 17 29 52 55 74 121 131 138 197 200 252 258 261 262 265 283 296 301 311 315 330 331 
19	TH224	19	7	10 154 219 235 291 293 643 739 764 867 952 1104 
20	PK25	20	1	10 37 57 67 76 115 134 141 169 172 187 193 194 209 210 216 219 224 251 257 290 297 314 340 352 353 376 378 394 408 416 420 434 441 485 492 496 509 551 557 560 608 614 618 632 647 657 673 674 683 706 728 732 733 752 760 828 838 842 844 925 929 1004 1080 1111 
21	TAYD	21	10	10 59 125 209 345 367 400 446 609 773 
22	TH224	13	15	10 407 486 563 701 744 
23	TAYG	11	2	11 178 205 253 305 309 342 531 
24	TAYF	22	9	11 52 87 139 149 261 286 378 488 682 698 711 840 954 
25	PK25	23	17	12 99 112 164 172 198 278 282 321 
26	TH224	17	8	12 265 430 550 669 713 780 812 824 845 859 1057 
27	GOB	24	5	15 37 70 346 352 699 880 
28	TH224	25	12	15 29 197 200 279 345 583 704 
29	TH110	26	1	15 31 75 280 350 377 405 419 439 473 482 498 519 540 554 558 576 578 585 610 611 617 619 622 624 636 669 677 681 701 705 718 721 729 734 736 769 773 790 792 803 810 824 832 843 850 860 866 872 874 879 881 890 892 905 917 944 946 980 989 997 1021 1023 1034 1046 1047 1049 1056 1069 1070 1075 1079 1089 1103 1104 
30	TAYF	27	1	53 133 176 181 217 264 391 452 556 612 639 652 670 692 717 747 780 781 873 882 889 949 957 983 987 1035 1040 1098 1101 
31	TH111	28	3	16 159 400 604 
32	TH111	29	1	16 79 145 
33	PK338	30	6	17 56 86 169 213 311 317 331 352 413 455 459 461 463 466 709 710 721 733 768 776 777 778 820 830 867 885 889 907 929 938 948 1020 1029 1070 1074 1081 
34	TH224	31	13	17 103 197 279 296 315 512 583 
35	TH111	13	4	18 123 446 767 
36	TH224	32	1	18 55 95 131 279 301 322 324 331 358 375 495 497 512 515 535 605 702 703 1102 
37	PK229	33	1	135 388 758 
