Course	Room	Teacher	Time	Students
1	PK25	1	2	1 67 122 151 270 320 340 355 359 397 417 422 447 455 483 507 596 621 627 683 685 721 750 768 779 783 791 797 812 848 923 928 933 986 1000 1072 1078 1087 
2	PK338	2	1	2 51 82 87 108 122 148 341 406 411 412 426 432 435 440 459 524 545 570 578 583 586 592 614 617 635 645 654 669 681 689 692 698 700 708 709 713 723 725 728 734 744 754 764 769 777 784 796 797 800 802 809 811 814 821 823 832 835 841 854 856 857 866 870 872 887 888 889 897 898 899 901 906 908 913 914 917 918 927 930 936 939 941 951 952 954 955 957 964 965 973 976 978 981 984 992 997 998 999 1004 1016 1017 1021 1023 1025 1041 1043 1048 1049 1050 1052 
3	TAYF	3	14	3 9 12 266 283 326 365 414 564 771 
4	TAYF	3	16	3 31 103 111 117 123 128 154 244 509 
5	CARP21	4	10	4 71 93 161 165 185 208 229 242 319 329 406 433 515 531 547 731 994 
6	CARP21	5	12	5 14 205 214 228 325 330 403 408 447 508 570 587 645 703 774 1078 
7	TH110	6	14	5 40 47 51 122 133 148 166 192 202 352 
8	CARP21	7	2	6 167 236 356 394 434 457 489 552 560 571 586 589 595 608 616 648 688 694 728 813 816 912 955 958 1005 1054 1093 
9	TAYF	8	17	7 99 258 360 475 514 706 727 762 1086 
10	TH110	9	3	7 33 76 110 225 234 289 327 376 387 434 446 487 555 635 674 716 727 743 827 1096 
11	TH110	10	2	7 26 44 55 120 125 178 199 234 237 327 376 396 425 433 446 460 467 505 512 665 1086 
12	TAYC	11	4	8 523 563 592 645 680 695 700 733 779 792 800 869 884 951 980 987 1077 
13	PK243	12	1	10 100 111 153 198 473 561 615 637 648 649 668 711 715 746 785 813 833 847 912 942 969 1044 
14	TH251	13	5	10 123 182 
15	DAL204	14	3	11 29 72 101 151 163 222 252 256 298 313 328 337 344 401 426 455 458 469 536 538 
16	DAL204	14	4	11 19 29 39 56 101 151 222 256 298 313 328 337 344 558 
17	PK25	15	11	11 42 70 229 301 558 
18	TAYC	16	10	11 70 91 97 267 364 372 
19	TH104	17	4	12 341 443 510 621 649 655 660 670 694 705 708 723 790 861 886 
20	TAYSEM	18	5	12 117 128 222 238 326 414 
21	TAYSEM	18	6	12 117 128 222 238 326 414 
22	PK243	19	5	13 207 215 312 383 384 448 541 666 
