Course	Room	Teacher	Time	Students
1	TH110	1	11	1 22 26 63 80 101 138 152 172 202 255 301 308 324 334 361 368 515 
2	TH110	2	3	1 22 26 36 41 44 49 53 56 63 65 76 80 101 138 144 152 155 172 192 195 201 202 255 259 265 281 301 308 334 340 355 363 368 372 
3	BYC106	2	13	1 155 195 259 337 355 372 402 524 532 548 
4	TH110	3	17	1 22 36 249 270 312 320 369 412 441 759 791 826 859 885 1075 
5	PK338	4	12	2 257 335 346 444 543 
6	PK243	5	6	3 131 218 364 523 
7	TH110	6	12	4 209 378 408 483 648 689 707 750 799 868 955 1004 1039 1083 1090 1109 1112 
8	TAYF	7	6	4 571 784 942 
9	PK25	8	5	5 7 47 61 62 70 77 94 108 110 117 140 146 156 171 175 178 217 246 294 371 564 
10	CARP21	9	5	30 124 167 183 194 339 387 406 
11	PK338	10	6	6 11 98 113 150 179 207 219 225 247 257 279 293 379 385 451 460 462 463 472 485 500 522 743 751 
12	PK25	11	8	7 47 91 103 108 117 134 153 192 217 252 292 413 422 508 520 563 564 670 
13	PK25	12	13	8 204 371 398 426 442 493 750 778 865 1070 
14	EHII	13	17	8 45 64 156 236 291 
15	PK25	14	6	9 43 54 66 171 241 254 309 345 349 422 508 530 564 624 625 633 639 701 760 856 
16	PK25	15	11	9 43 74 233 234 246 307 365 426 452 471 545 577 
17	PK349	16	2	9 355 422 
18	PK25	17	12	10 171 197 303 304 455 484 505 519 536 633 670 796 
19	CARP21	18	12	19 90 127 181 242 261 
20	EHLEC	19	8	10 42 57 256 300 768 
21	TH110	20	9	10 16 42 50 57 114 136 147 157 180 184 238 256 266 272 274 287 360 
22	PK338	21	9	11 32 38 48 71 82 98 113 123 148 159 179 191 198 207 208 293 297 299 305 311 346 
23	TH110	22	7	12 46 60 67 150 164 193 199 201 239 263 302 303 315 341 374 401 405 415 447 478 512 542 
24	EHII	23	3	13 21 28 30 34 40 52 55 72 79 84 88 104 107 109 111 112 118 121 132 163 165 168 170 185 189 203 210 212 235 237 249 252 267 270 272 295 296 298 322 353 477 565 
25	EHLEC	24	12	13 50 394 404 
26	EHII	25	14	13 28 84 88 109 235 236 353 423 
27	BYC106	26	1	14 140 145 153 331 333 344 393 470 480 493 499 516 531 538 577 582 584 593 623 631 634 660 673 694 702 714 736 754 763 787 822 826 847 852 858 873 879 881 892 
28	CARP25	27	6	15 93 514 805 
29	EHII	28	10	15 31 40 72 163 170 185 267 298 342 419 477 492 565 
30	EHLEC	29	6	16 68 238 266 291 358 566 
31	TAYE	30	2	17 31 191 476 496 622 684 810 821 913 922 935 946 949 953 964 966 968 978 980 990 1024 1027 1040 1066 1072 1076 1081 1084 1086 1089 1094 1108 
32	TAYB	31	9	18 250 325 343 357 369 
33	PK338	32	4	18 38 82 113 134 159 179 208 211 219 225 247 257 271 297 328 347 357 359 385 389 390 411 435 438 451 460 468 470 480 485 498 500 504 522 523 537 546 569 737 743 829 
34	TAYB	33	10	18 120 151 213 345 
35	PK338	21	7	18 48 71 82 113 134 207 208 219 271 293 299 305 311 346 359 389 390 435 451 460 470 480 537 
36	TAYE	34	3	19 231 426 526 527 581 592 599 600 625 647 664 674 687 691 710 745 759 773 777 790 806 811 812 838 898 936 947 956 979 992 1004 1042 1069 
37	TH224	35	1	19 181 472 534 
38	CARP21	36	9	19 90 421 505 510 528 534 661 
39	PK229	37	2	80 83 215 545 
40	PK338	32	2	20 125 411 457 471 499 503 508 513 521 531 547 558 561 563 584 589 591 592 593 601 605 606 607 615 624 630 631 632 634 646 647 651 654 656 666 668 669 677 685 688 695 696 698 699 705 709 718 723 725 727 738 742 744 748 754 774 782 800 801 807 822 832 836 837 840 842 878 892 896 912 918 920 923 927 969 992 1022 1030 1034 1039 1050 1087 
41	EHII	38	9	21 24 34 79 111 132 168 270 298 300 316 362 399 410 652 674 993 
42	EHII	39	12	23 24 75 159 427 434 454 818 861 933 937 1016 1065 
43	EHI	40	1	24 75 210 229 246 327 366 492 524 
44	PK180	41	7	25 141 158 162 262 277 280 351 441 
45	CAN314	42	2	26 515 544 914 
46	EHII	38	5	27 52 60 133 212 222 229 244 248 253 383 397 421 574 578 619 623 694 827 853 1073 
47	TAYF	43	11	27 133 474 
48	TAYF	44	1	27 69 92 103 165 183 212 232 285 307 407 423 587 719 865 1104 
49	EHII	25	7	28 52 76 121 145 168 229 295 353 387 397 439 443 467 645 657 990 
50	EHII	24	8	29 51 55 118 138 177 272 276 296 319 341 562 753 816 817 835 1028 1052 
51	PK25	45	9	30 74 99 129 254 323 332 337 348 455 487 495 507 583 616 759 957 971 
52	BYC106	46	11	30 97 126 281 302 402 673 681 789 848 859 988 
53	TAYE	47	8	31 84 166 502 539 547 568 625 733 784 1032 
54	EHLEC	48	13	31 410 646 853 
55	CARP21	9	2	33 95 176 329 363 409 428 484 554 574 690 907 934 970 1042 1091 1100 1103 
56	TAYE	49	11	33 177 422 431 669 772 811 916 
57	BYC106	50	14	33 91 93 323 324 352 371 672 723 794 1003 
58	PK349	51	1	33 177 289 815 
59	EHI	52	3	221 222 657 749 1013 
60	TAYG	6	16	35 521 
61	TAYG	53	14	35 139 650 
62	PK338	54	5	35 91 96 102 154 189 247 280 372 418 441 485 550 557 559 579 636 655 657 671 703 712 795 824 840 844 906 919 929 936 962 1016 1017 1057 1060 1061 1076 1081 1099 1121 
63	TAYE	55	15	36 41 63 76 199 308 524 
64	CAN314	56	3	37 190 350 
65	PK338	57	8	38 89 126 209 253 282 511 603 622 650 676 756 783 789 791 793 813 818 863 876 1014 1049 1093 
66	TAYE	58	16	38 202 255 372 402 429 456 
67	PK25	59	1	39 147 162 243 244 332 405 435 456 464 469 478 482 484 485 490 503 547 553 637 642 656 687 695 696 697 705 729 732 741 742 756 766 770 773 791 798 810 819 840 906 945 951 953 956 987 1007 1029 1051 1095 1099 
68	PK180	60	8	39 141 158 162 176 279 
69	TAYE	49	17	41 65 122 375 481 518 573 
70	TAYG	61	7	42 180 700 
71	EHLEC	62	14	42 114 132 147 
72	CARP21	53	13	43 70 190 344 520 549 
73	PK229	15	3	83 129 191 
74	PK243	63	2	44 54 89 161 216 241 430 436 447 452 480 522 537 557 562 746 
75	TH110	64	14	44 201 202 251 329 376 395 450 497 512 594 639 666 714 737 925 979 
76	BYC106	65	12	44 122 139 234 281 459 582 610 611 622 916 940 
77	TAYE	34	6	45 65 79 85 119 128 136 214 258 265 278 315 352 541 
78	EHI	66	5	45 203 288 290 556 
79	TH110	67	15	46 66 106 120 142 143 166 170 224 240 263 322 341 374 386 415 560 
80	PK243	68	8	77 160 
81	TAYG	46	17	47 
82	TAYB	69	11	48 265 685 786 836 
83	TAYB	70	12	48 78 116 345 541 
84	CARP21	71	10	50 149 182 317 459 584 675 706 
85	EHII	39	16	50 60 64 180 272 284 296 432 
86	EHII	72	6	51 222 230 275 286 310 316 327 342 362 400 416 427 443 473 492 501 562 578 658 659 665 822 860 
87	TH110	67	2	51 81 84 86 135 157 166 193 225 307 313 320 369 377 396 405 414 446 453 494 502 526 536 539 568 687 710 773 784 839 862 1095 
88	TAYG	6	8	119 321 448 
89	EHII	73	11	52 237 253 383 400 527 600 623 734 792 849 936 1020 1033 
90	PK229	74	1	54 80 185 223 447 
91	TH110	75	10	55 154 380 540 588 597 598 604 623 690 810 865 968 1001 1058 1059 1096 
92	EHLEC	39	7	55 59 210 274 287 456 463 
93	TH110	1	6	55 250 418 459 497 506 512 516 565 575 581 586 635 696 722 724 730 735 737 741 765 803 814 857 
94	TAYE	76	12	56 141 287 392 545 596 837 1059 
95	EHLEC	29	2	57 127 775 793 849 881 887 890 932 1004 1013 1015 
96	EHLEC	77	1	57 62 263 278 326 337 409 434 457 476 652 721 775 993 
97	EHLEC	62	5	57 147 165 278 506 677 679 692 946 
98	GOB	78	16	58 
99	CARP25	78	4	58 105 130 704 712 
100	PK349	76	8	58 436 
101	PK243	5	3	58 513 523 561 644 668 709 
102	CARP25	16	7	291 399 
103	EHLEC	79	16	59 245 320 
104	PK25	12	16	61 73 77 153 316 330 368 744 761 
105	PK229	80	5	452 639 786 
106	CARP25	81	1	61 519 935 
107	BYC106	82	4	62 68 100 381 482 555 599 613 636 644 672 742 753 769 785 799 839 842 860 1055 1090 
108	PK180	83	2	63 285 397 454 487 525 559 572 616 724 732 756 757 763 770 998 1088 
109	CARP25	84	10	64 
110	TAYF	85	2	64 78 594 731 
111	TAYE	86	13	65 76 192 209 251 326 363 455 
112	PK25	11	14	66 134 135 167 171 194 252 345 520 563 
113	TAYG	84	4	79 214 258 
114	TAYF	87	7	69 198 554 932 
115	PK25	88	10	70 88 108 153 237 263 292 299 302 303 319 469 628 631 634 686 813 821 
116	CARP21	89	16	70 329 749 802 884 
117	PK25	17	15	70 94 103 110 121 146 294 455 508 534 
118	TAYB	31	4	71 220 424 496 507 582 611 662 730 740 862 
119	PK25	90	3	73 117 251 282 393 399 519 594 610 611 628 636 651 662 682 686 753 771 797 803 822 845 858 860 863 873 989 1000 1052 1072 1074 1112 
120	PK243	91	4	73 96 160 444 464 466 
121	PK338	92	1	73 93 121 160 167 174 188 413 424 433 442 481 502 527 529 540 544 555 597 599 610 612 619 621 643 659 674 680 692 704 715 739 745 767 768 776 777 778 788 799 804 805 808 809 845 850 855 866 871 883 888 889 897 899 901 908 909 910 913 915 922 931 938 941 947 949 950 958 963 966 967 968 970 971 972 979 984 991 996 997 1001 1002 1003 1008 1009 1012 1018 1023 1024 1025 1026 1028 1040 1044 1045 1048 1052 1054 1055 1059 1063 1064 1066 1071 1079 1082 1083 1091 1097 1101 1105 1106 1107 1109 1110 1113 1116 1117 1118 
122	PK25	59	4	74 85 129 223 233 260 280 298 323 331 336 365 397 440 447 458 471 487 509 525 616 643 669 671 688 1021 
123	RCCON	93	1	74 216 316 391 466 542 685 738 833 894 898 1038 
124	CARP25	48	8	75 
125	CARP21	94	7	75 124 183 187 190 248 339 556 708 763 
126	CARP21	79	3	78 81 139 200 269 289 317 459 580 650 676 693 716 740 758 819 
127	TAYB	70	3	228 258 304 311 347 403 437 468 476 496 567 685 737 807 836 
128	GOB	95	1	81 211 343 718 927 1053 1078 1114 
129	CAN314	56	1	431 878 880 893 907 988 
130	PK243	96	1	83 85 233 572 589 592 615 727 744 748 782 800 801 872 912 960 999 1050 1087 1089 1092 
131	TAYF	53	12	86 526 
132	BYC106	97	9	86 196 206 255 260 275 321 338 412 550 577 697 847 
133	CARP21	98	4	87 127 139 149 200 269 276 306 312 314 360 700 
134	PK25	99	17	89 96 100 160 181 215 227 339 
135	RCCON	100	2	90 99 178 249 384 468 697 825 
136	EHLEC	79	9	92 708 
137	TAYE	55	14	92 271 326 477 506 575 838 857 
138	PK349	55	3	92 115 479 
139	GOB	101	5	166 511 558 856 
140	GOB	102	7	94 147 511 558 723 
141	TH110	103	4	95 240 243 290 302 303 348 374 386 396 406 408 446 448 453 490 502 536 549 553 602 617 640 642 652 687 739 755 776 825 846 855 1041 
142	BYC106	50	7	95 289 514 628 813 820 871 986 1005 1058 1062 1063 1107 1109 
143	BYC106	104	15	95 173 175 197 216 219 267 313 330 371 479 
144	PK243	105	10	96 464 
145	EHI	106	4	97 283 377 419 570 
146	TAYG	2	5	97 419 834 
147	BYC106	18	16	98 127 510 528 579 627 661 664 852 1086 
148	EHLEC	107	3	98 217 354 501 528 571 618 621 643 678 919 959 
149	TAYE	108	1	99 133 148 152 231 287 355 411 445 533 653 654 671 682 751 856 895 905 930 937 942 944 977 986 989 1006 1020 1027 1032 1075 1077 1080 1100 1103 1119 
150	PK229	80	6	100 288 
151	TAYB	33	1	102 110 164 224 240 248 315 356 375 497 522 617 624 632 651 765 774 784 867 874 885 918 921 932 1022 1036 1039 1069 1085 1120 
152	CARP21	89	14	103 110 162 187 312 469 763 
153	BYC106	109	6	104 224 348 382 398 401 405 408 453 456 491 539 827 877 
154	GOB	110	8	105 130 231 704 712 
155	CARP25	78	9	105 130 
156	CARP25	29	11	106 
157	TH110	111	13	106 148 193 239 382 405 490 588 619 642 684 795 827 830 870 1094 1095 
158	CARP25	112	3	711 869 897 906 939 942 1001 1111 
159	TAYE	16	10	113 136 280 394 446 495 505 560 632 
160	TAYB	113	2	114 472 604 618 670 828 863 880 909 933 960 974 1041 1112 
161	TAYC	78	1	115 154 208 318 
162	TAYG	113	13	116 395 700 
163	TAYG	47	2	119 123 143 187 205 
164	TAYB	69	5	120 172 179 226 297 301 304 305 359 433 457 460 496 567 
165	PK349	114	5	122 495 1011 
166	PK180	115	4	125 262 268 366 373 379 429 441 486 488 557 695 1022 
167	PK180	115	3	125 262 268 277 366 373 379 429 438 441 458 465 486 488 498 557 1022 
168	TAYG	3	3	126 194 196 206 338 834 
169	CARP21	116	1	127 633 676 683 706 723 740 747 758 785 790 793 843 959 1060 
170	EHII	73	4	128 133 140 275 294 300 327 399 416 423 478 501 540 565 587 592 614 628 653 659 664 667 733 752 781 795 812 993 1044 1089 
171	TAYE	117	9	128 388 436 482 579 591 629 683 765 1051 1068 
172	PK25	8	2	129 331 383 404 417 425 440 458 465 489 553 585 638 639 661 676 760 817 830 831 838 856 929 945 976 986 995 1012 1051 1069 1111 
173	EHI	66	2	132 229 434 534 575 717 788 891 917 
174	TAYG	118	9	151 315 352 
175	TH104	79	1	137 
176	EHLEC	48	10	138 177 296 341 362 
177	TH110	119	8	142 201 260 327 382 392 398 442 471 490 525 538 549 560 637 684 775 776 839 969 1067 1070 1081 
178	TH110	64	5	144 228 326 349 437 513 581 728 736 804 872 884 886 903 923 938 939 941 948 960 973 1038 1046 1047 1072 1077 1117 
179	EHII	120	2	145 243 333 442 445 466 535 570 576 583 620 626 633 658 672 689 701 702 707 711 714 722 726 730 734 740 741 755 758 779 781 790 799 802 843 846 847 851 857 858 
180	EHII	121	15	576 646 752 806 821 833 877 978 
181	TAYB	114	8	146 428 758 851 862 891 1108 1114 
182	PK243	105	7	161 242 440 535 864 
183	PK243	91	11	161 
184	EHLEC	20	11	165 256 377 394 653 
185	CARP21	94	6	169 537 583 654 703 825 894 952 1027 1043 
