Course	Subject	Room	Teacher	Time	Students
260	ACSK0	PK25	150	8	34 73 150 553 599 633 927 966 1000 1340 1351 1355 1363 1364 1365 1366 
261	CITY2	CARP21	151	14	152 407 486 512 553 840 982 1044 1487 
262	ARCH2	PK180	114	5	273 451 1228 
263	ENGL1	PK278	152	4	36 1106 1191 1194 1199 1235 1248 1250 1267 1268 1279 1282 1285 1287 1292 1294 1303 1305 1307 1312 1314 1315 1317 1318 1319 1320 1322 1323 1325 1326 1327 1331 1332 1334 1335 1336 1337 1357 
264	ARTT1	PK180	127	16	1400 
265	HIST3	TH110	153	17	1432 1455 
266	SOCL3	DAL315	146	17	213 504 708 829 832 855 875 996 1468 1573 
267	COML2	PK229	122	5	12 
268	ENGL3	PK349	149	8	14 44 170 242 499 609 1625 
269	HIST2	CARP21	154	1	21 131 167 374 483 727 1276 1295 1446 1522 1523 1563 
270	CITY2	TH110	146	1	46 770 795 840 857 942 
271	POLS3	TAYF	155	9	79 215 632 1017 1021 1472 1538 1580 
272	ENGL2	PK180	122	17	424 
273	EALC2	TAYF	156	10	83 109 112 235 501 675 1055 1505 1548 
274	PHIL3	PK180	115	6	106 117 1574 
275	GNST2	TAYE	157	13	117 302 763 1470 
276	ARTD1	PK229	158	6	717 
277	CITY3	TH110	159	2	177 271 740 982 1588 
278	ANTH2	PK180	160	7	649 961 1358 
279	ARCH3	PK229	148	7	63 
280	ENGL3	PK229	133	8	1561 
