Course	Room	Teacher	Time	Students
1	PK179	1	15	1 48 65 160 191 256 353 410 506 623 853 858 935 1050 1060 1606 
2	PK338	2	9	1 14 28 49 53 58 65 86 90 91 106 265 325 339 389 453 495 498 499 565 622 623 858 939 1515 
3	PK278	3	11	1 37 65 86 91 160 263 277 405 460 485 637 657 677 702 768 770 817 843 846 873 960 961 964 965 1354 1426 1505 1540 
4	TAYE	4	3	849 
5	PK25	5	5	2 79 436 494 501 504 560 610 629 735 852 864 868 901 1051 1484 1573 1615 
6	DAL119	6	13	3 91 169 233 448 504 612 634 640 767 813 878 921 982 1002 1383 1526 1569 
7	PK179	7	2	4 34 35 54 81 82 94 127 168 171 252 300 321 341 391 696 
8	CARP21	8	9	5 51 52 505 509 558 560 831 862 
9	DAL119	9	5	5 22 72 88 225 243 339 398 503 543 589 626 693 794 802 819 845 960 997 1007 1441 1532 1538 1604 
10	PK338	10	11	6 15 16 18 30 77 110 159 181 327 348 378 386 509 627 695 696 698 703 837 850 938 
11	PK338	11	3	6 200 223 228 368 408 440 460 589 685 761 882 1008 1065 1118 1132 1144 1174 1199 1205 1216 1225 1371 1453 
12	PK278	12	12	7 10 42 60 66 73 85 106 109 129 182 183 193 208 213 381 506 522 609 660 707 717 727 733 808 869 992 1022 1365 1548 1549 
13	DAL315	13	2	8 11 29 47 48 62 84 144 588 695 701 887 
14	TAYF	14	4	8 303 363 452 640 700 1510 1550 
15	PK243	15	4	9 186 265 344 478 565 589 859 1015 
16	DAL300	16	3	10 17 115 383 429 481 499 586 648 787 832 902 1049 1446 1450 
17	PK180	17	4	11 394 642 977 
18	TH110	18	11	11 70 84 144 588 
19	PK20	19	5	11 130 176 189 194 202 219 222 226 232 303 309 311 362 370 411 446 463 478 482 534 598 606 616 661 665 671 704 766 795 799 801 803 936 948 953 1006 1014 1039 1090 1100 1103 1113 1135 1143 1146 1152 1165 1177 1218 1226 1232 1251 1258 1263 1271 1281 1285 1306 1308 1311 1313 1317 1319 1335 1388 1469 1479 1504 1506 1550 
20	PK243	20	16	12 25 75 583 897 918 1050 1432 1630 
21	PK338	21	6	12 39 120 134 224 357 372 435 516 1016 1076 1086 1121 1166 1209 1214 1222 1310 1336 1362 1459 
