Course	Subject	Room	Teacher	Time	Students
63	SOCL3	DAL119	55	11	33 108 314 315 354 415 571 674 1075 1078 
64	ANTH3	PK241	56	11	35 91 113 118 170 175 193 350 468 523 588 1087 
65	GERM2	DAL300	57	12	37 67 70 167 335 338 385 441 848 
66	SPAN3	TAYG	58	8	37 353 567 688 
67	MATH3	PK100	22	6	38 65 92 94 292 293 421 1082 
68	HIST2	PK338	31	3	40 52 122 163 173 241 393 406 421 569 575 580 601 621 653 672 716 769 774 929 935 970 980 1033 1042 1046 1089 1101 1119 1129 1203 1205 1233 1356 1383 
69	MATH2	PK20	59	6	42 75 114 140 150 155 157 172 183 197 203 204 210 225 238 242 247 248 257 262 263 264 274 280 284 333 339 340 345 356 378 395 397 439 473 477 482 517 561 641 645 656 658 682 694 698 709 717 721 726 734 767 768 843 849 867 917 944 950 956 985 1020 1024 1032 1048 1054 1100 1113 1299 1310 1360 1395 1452 
70	ENGL2	TH110	60	10	43 131 146 174 228 278 300 398 475 594 701 734 795 844 916 976 982 1003 1007 1238 1253 1372 1419 
71	ENGL2	PK243	60	5	44 165 208 237 272 295 331 401 410 452 457 512 558 590 633 1098 
72	PSYC2	PK338	61	2	44 95 189 215 245 258 261 269 286 306 320 336 362 370 400 475 503 551 584 657 705 1066 1174 1177 1187 1189 1196 1244 1250 1301 1316 1327 1329 1358 1359 1368 1376 1384 1402 
73	ENGL2	PK180	62	15	105 328 331 373 380 716 796 834 879 1091 1226 
74	EAST3	PK100	63	7	45 103 384 605 1097 1173 
75	ANTH2	CARP21	64	12	46 93 313 319 321 360 424 461 488 537 549 551 620 652 708 728 1134 1142 1239 
76	PSYC3	TAYG	65	9	47 389 484 
77	ARCH1	PK243	66	10	177 245 256 636 738 764 812 827 877 977 989 1236 1278 1279 1307 
78	ARCH3	PK182	67	1	48 420 
79	MATH3	TH110	68	3	11 29 39 48 63 182 187 236 323 344 357 463 469 477 554 614 639 730 742 743 744 745 746 747 1118 1131 1295 
80	MATH3	PK338	69	10	29 48 65 83 97 100 107 111 116 182 187 292 323 357 429 463 469 539 559 582 585 615 666 688 730 742 744 746 747 1081 1139 
81	PHYS1	PK20	51	8	25 49 68 117 143 147 150 162 169 171 192 199 225 230 238 263 273 275 296 302 316 326 342 360 364 380 381 395 427 449 450 451 473 516 521 530 557 580 589 607 641 656 683 685 698 709 714 717 720 725 726 750 751 752 1147 1256 1282 1365 1393 1475 
82	ARTW3	DAL300	70	13	50 385 399 419 440 452 457 560 1269 
83	GEOL2	TAYD	6	2	53 576 1194 1220 
84	ARTT3	TAYD	71	3	54 87 349 534 611 1306 
85	PHIL3	TAYF	72	4	54 134 748 1098 
86	ENGL3	DAL119	73	12	55 66 87 231 308 352 438 490 579 1217 
87	ENGL2	CARP21	74	7	58 94 146 149 327 422 585 691 719 724 731 902 921 970 1013 1095 1156 
88	FREN3	PK25	75	9	59 289 296 578 732 1083 1191 1195 1268 
89	GREK2	TAYG	76	10	63 98 180 572 
90	LATN3	TH224	17	5	63 98 572 
91	GERM3	TAYD	57	4	253 676 713 1099 1261 
92	BIOL1	PK20	77	3	67 81 159 212 216 224 232 267 275 284 285 367 380 485 541 556 584 602 607 646 648 649 695 702 706 710 725 729 737 739 753 758 770 773 775 778 781 784 791 803 847 848 850 863 881 888 891 893 895 896 898 903 910 920 926 933 945 967 972 974 985 988 992 993 995 1004 1005 1010 1021 1023 1044 1047 1048 1054 1095 1145 1259 1271 1281 1292 1307 1375 1384 1393 1417 
93	BIOL1	PK20	78	4	67 81 159 212 216 224 232 267 275 284 285 367 380 485 541 556 584 602 607 646 648 649 695 702 706 710 725 729 737 739 753 758 770 773 775 778 781 782 784 791 803 847 848 850 863 881 888 891 893 895 896 898 903 910 920 926 933 945 967 974 985 988 992 993 995 1004 1005 1010 1021 1023 1044 1047 1048 1054 1095 1145 1259 1271 1292 1307 1375 1384 1393 1417 
94	FREN2	PK100	79	16	69 310 336 339 548 675 697 
95	SOCL3	DAL119	80	14	69 137 154 166 191 198 394 434 466 514 1287 
96	SOCL3	DAL119	81	13	69 108 148 198 415 428 434 1077 1162 1235 
97	HIST3	DAL300	82	14	57 71 334 387 625 665 672 1079 1125 
98	HIST1	PK180	82	16	71 194 629 630 723 805 910 1065 1101 1180 1190 
99	ANTH2	PK243	14	12	72 181 200 201 229 276 420 496 548 626 647 666 684 687 
100	GEOL2	DAL119	83	15	72 135 139 157 371 396 544 1219 1279 
101	CMSC3	PK241	84	1	73 111 235 286 317 363 435 540 727 733 744 1081 1222 1335 1348 
102	BIOL2	PK241	85	2	90 198 297 460 472 548 612 621 644 1088 1093 1248 1262 
103	ECON2	PK243	86	11	75 154 189 249 413 515 539 559 685 1222 1298 1310 1361 1383 1430 
104	ECON3	TH224	86	6	103 627 
105	CHEM2	PK241	87	12	5 68 77 97 104 136 156 183 244 283 316 365 692 1265 
106	CITY3	TH110	88	17	78 96 124 202 309 311 446 456 459 460 470 471 488 491 494 527 533 609 671 677 1124 1172 
107	SOCL2	PK100	89	8	78 123 389 403 503 524 588 
108	LATN0	PK241	17	3	82 667 757 777 838 904 914 915 971 1011 1064 1378 
109	ECON3	TH224	90	7	83 346 615 
110	BIOL2	PK338	78	11	76 84 90 93 104 130 133 147 155 176 184 192 195 197 199 244 283 287 297 327 381 395 447 502 509 530 620 622 692 1066 1239 1263 
111	EDUC2	DAL119	91	16	89 205 373 376 480 705 923 1119 1140 
112	SOCL2	TAYD	89	5	16 91 191 698 1106 1129 
113	MATH2	PK180	59	3	92 107 293 429 486 517 582 694 748 1139 
114	PSYC2	TH110	92	14	95 101 146 173 193 276 286 290 353 389 531 545 608 1057 1143 1191 1206 1207 1211 1231 1289 1355 1402 
115	PSYC2	PK338	93	12	47 95 125 132 212 226 257 258 259 261 286 320 328 340 351 368 481 503 623 645 686 705 714 1066 1150 1152 1187 1198 1286 1290 1343 
116	ENGL3	PK100	94	9	95 169 288 328 371 590 1084 1273 
117	POLS2	CARP21	95	8	99 243 317 414 454 584 655 667 901 1039 1109 1172 1193 1199 1210 1232 1252 1275 1276 1413 
118	ANTH2	TH110	34	11	21 100 145 181 200 246 260 285 298 431 453 499 548 589 669 786 886 1080 1121 1285 1428 
119	PSYC3	TAYF	65	5	51 101 129 189 513 
120	GEOL1	PK20	5	12	75 85 102 137 138 141 153 160 223 279 379 411 425 436 437 448 474 505 601 615 643 693 711 736 749 757 764 789 808 818 826 836 928 931 940 946 952 969 1002 1011 1022 1148 1153 1166 1189 1294 1303 1361 1451 
121	PHIL2	TAYD	72	6	105 318 531 671 715 
122	SOWK3	TAYF	96	6	106 109 592 677 1074 
123	ARCH3	TAYF	67	7	110 301 363 568 
124	ARCH2	TAYF	97	8	110 301 511 599 
125	ARCH3	TH224	97	9	110 458 574 
126	CMSC3	TAYF	98	10	15 324 1126 1254 
127	EDUC2	PK25	41	10	34 112 196 311 376 408 545 1223 1396 1430 
128	ANTH2	TAYF	89	9	113 144 1105 1175 1354 
129	MATH2	PK338	99	4	39 114 116 121 179 203 227 236 264 280 293 340 357 358 397 414 463 473 559 577 582 615 647 658 694 730 870 1118 1313 1446 1456 
130	ENGL2	CARP21	100	9	117 174 192 222 440 547 563 595 633 667 711 724 777 943 1011 1076 1346 
131	LATN0	TAYD	101	8	328 332 412 866 894 
132	MATH1	PK338	69	5	123 205 240 360 404 433 455 487 522 739 790 828 848 862 894 908 922 943 976 980 1025 1026 1178 1181 1226 1266 1311 1323 1326 1386 1388 
133	CITY2	PK338	2	13	124 190 202 233 254 264 289 323 391 409 462 472 488 506 524 545 550 582 642 644 728 1117 1141 1178 1185 1218 1245 1328 1331 1334 1357 
134	CHEM3	TAYF	102	11	126 128 493 565 1072 
135	CHEM3	PK100	103	17	104 126 486 565 636 1090 1188 
136	CHEM1	PK25	104	11	756 768 800 872 904 917 944 
137	GERM1	PK241	53	4	130 131 143 241 298 375 398 405 528 547 591 608 704 807 
138	HEBR1	TAYD	105	7	132 239 259 261 1322 1362 
139	COML2	TAYG	53	11	134 383 432 498 
140	CITY1	CARP21	106	1	135 144 224 274 298 378 460 470 506 512 633 689 729 940 1333 1361 1424 1441 
141	CHEM1	PK20	102	10	141 178 218 224 230 234 251 252 259 266 273 281 332 369 370 377 400 439 449 492 593 597 607 631 683 685 686 707 714 720 721 737 751 765 771 772 776 813 815 816 842 857 859 863 885 929 935 939 1006 1062 1064 1121 1133 1150 
142	ANTH1	PK20	14	11	57 144 178 211 223 232 241 247 250 272 276 329 405 420 474 504 520 525 594 651 654 656 684 701 784 806 813 829 836 840 846 856 861 866 874 884 907 934 945 965 971 991 1000 1029 1033 1052 1108 1120 1134 1292 
143	SPAN2	PK278	49	1	64 346 431 978 1096 1141 
144	POLS1	PK338	107	17	145 173 185 221 228 250 271 489 499 824 832 852 856 862 881 899 943 955 987 1016 1017 1051 1088 1120 1144 1154 1241 1340 
145	SOCL1	PK338	55	6	69 148 154 158 191 209 220 255 373 394 408 412 479 514 516 652 654 661 691 787 810 817 846 858 923 937 973 1010 1028 1035 1075 1115 1170 1287 
146	ECON1	PK20	108	5	150 152 196 233 257 262 282 315 409 446 551 600 602 644 674 679 689 697 707 712 766 768 773 779 791 793 798 827 838 854 860 864 870 889 891 930 938 946 958 962 963 981 1006 1012 1014 1018 1019 1020 1021 1022 1023 1024 1028 1037 1040 1044 1049 1050 1051 1052 1055 1067 1069 1144 1279 1300 1325 1328 1351 1352 1353 1357 1437 1454 1456 
147	POLS3	CARP21	35	10	151 168 270 291 322 388 417 423 426 458 487 542 564 627 635 1071 1074 1092 1138 1267 
148	GNST1	PK180	109	17	155 284 603 610 920 1150 1297 1315 1350 1440 1459 
149	FREN0	CARP21	79	2	159 210 216 263 307 343 374 413 441 506 526 579 648 731 819 827 828 850 901 977 998 1374 
150	CMSC1	CARP21	25	3	160 206 220 280 307 435 454 480 501 635 637 785 889 902 912 954 987 1017 1040 
151	PHYS3	DAL300	110	16	161 179 268 333 554 561 575 1093 
152	ARTW2	DAL119	111	1	165 547 693 696 721 1074 1266 1384 1391 1398 
153	SPAN2	DAL119	58	17	166 214 257 310 403 593 740 896 984 1135 1321 
154	ANTH2	TH110	112	7	167 207 246 260 287 387 426 427 468 483 487 496 502 518 520 536 643 680 687 735 739 1108 1168 1212 1382 
155	POLS2	TAYF	113	12	207 233 511 1369 
156	POLS2	PK100	52	10	160 193 309 411 1123 
157	POLS3	PK25	107	1	62 122 127 132 168 299 352 499 1092 1094 1206 
158	ARTD3	DAL300	114	15	169 314 338 346 376 604 1465 1472 
159	SPAN0	PK338	26	7	170 330 381 528 665 781 789 791 803 846 857 862 885 906 934 940 953 967 988 1035 1036 1046 1053 1060 1068 1070 1107 1160 
160	ARTW2	DAL119	70	2	174 278 428 453 502 689 982 1288 1322 1371 
161	ARCH2	PK25	115	12	110 177 269 501 525 599 619 738 1197 1278 
162	GREK0	TAYF	116	13	177 630 738 878 880 
163	BIOL2	TH110	77	4	21 162 178 192 195 243 252 327 332 354 403 435 461 496 504 544 552 593 605 626 631 1193 1234 1369 
164	CNSE0	PK338	117	14	150 180 219 232 233 235 244 254 256 258 439 452 472 541 583 605 613 642 683 721 1097 1153 1308 1330 1373 1377 1386 1410 1420 1423 
165	ANTH3	PK182	39	2	181 1234 
166	BIOL2	PK180	16	4	184 318 320 326 364 427 449 451 657 1274 1282 1286 
167	HIST2	DAL300	118	17	57 59 175 625 918 1125 1200 
168	ITAL1	PK243	4	6	124 185 200 212 271 278 376 555 558 631 693 724 1193 1409 1438 
169	PHIL2	PK278	119	2	186 334 625 715 782 1084 1373 
170	ENGL3	TAYF	120	14	186 288 303 425 1283 
171	ECON2	TH110	90	12	103 188 194 236 256 277 339 374 413 467 477 482 497 530 559 659 747 748 1113 1118 1131 1146 1395 
172	ECON3	TAYD	121	9	189 467 1205 1230 1275 1290 
173	HIST3	TAYG	63	12	249 407 1255 
174	CITY1	PK20	88	16	196 254 264 430 472 476 506 541 632 642 643 644 652 720 729 763 772 785 796 814 830 834 855 909 931 959 992 995 1008 1034 1043 1053 1056 1185 1243 1318 1333 1336 1375 1412 1432 1435 1436 1469 
175	SPAN1	DAL119	122	3	24 201 279 400 476 594 640 685 686 714 853 951 
176	CITY2	TH224	121	8	202 470 1228 
177	ANTH2	PK278	89	3	175 203 207 416 1293 
178	POLS1	TH110	35	6	175 243 277 335 337 341 374 489 492 495 605 650 659 696 707 736 828 910 936 1061 1175 1305 1400 1443 
179	CMSC2	DAL119	84	4	211 235 248 335 344 526 583 639 733 1284 
180	ARAB0	PK25	123	13	211 240 245 424 650 1083 1381 1405 1407 
181	RUSS2	DAL119	8	5	161 213 454 546 676 699 711 749 1066 1183 1296 1371 
182	PSYC1	PK20	124	7	158 191 214 215 231 317 329 342 410 412 413 438 467 500 547 597 632 700 783 787 788 795 799 802 819 825 831 832 837 844 849 856 861 868 871 875 882 890 892 893 899 913 925 926 941 959 960 961 963 965 966 974 975 984 990 994 999 1007 1015 1019 1022 1025 1026 1039 1045 1050 1059 1103 1135 
183	EDUC2	TAYF	15	15	215 453 722 1257 1416 
184	PSYC2	PK241	125	5	217 229 306 336 649 762 776 898 905 951 989 1130 1272 1338 
185	ARCH2	TH224	66	11	221 301 501 
186	HART1	PK243	126	13	131 134 226 276 705 819 826 843 896 923 952 998 1160 1323 1337 
187	SOCL3	CARP21	80	13	33 137 229 314 345 354 402 418 466 509 556 571 600 690 703 1078 1128 1137 1149 
188	CITY2	TAYG	89	13	465 
189	ARTW2	PK25	127	2	234 331 401 404 405 410 555 571 806 851 
190	CMSC2	PK25	99	3	211 235 248 254 268 272 482 583 1218 1348 
191	RUSS1	TAYD	128	10	239 818 1347 1467 
192	GNST1	PK25	24	14	152 201 240 467 574 794 1035 1063 1170 
193	ARCH2	PK241	97	13	151 154 241 269 363 379 420 458 478 483 525 672 736 1110 
194	PHYS2	PK25	110	15	172 242 251 262 345 554 575 767 1093 
195	SPAN2	TAYD	49	11	242 556 996 1102 1255 
196	COML3	TAYG	53	14	253 383 567 
197	ARCH1	PK180	115	5	260 441 723 783 789 843 866 887 928 970 1086 
198	ARCH1	DAL119	115	6	260 490 723 789 792 866 876 928 970 1086 
199	PHIL1	PK338	52	15	159 205 267 324 404 412 480 509 541 543 660 707 717 755 778 817 872 880 901 913 915 967 992 994 995 1032 1061 1103 1237 1366 
200	ANTH2	TAYD	10	12	114 518 651 1133 1200 
201	ARTT1	PK243	129	14	207 217 222 275 585 724 746 753 762 823 838 955 989 1038 1061 
202	ENGL2	PK100	73	1	43 231 277 398 601 1065 
203	BIOL3	CARP21	130	17	18 26 42 58 88 94 117 184 302 304 318 358 364 427 435 451 606 1147 
204	SPAN2	TAYD	131	13	86 208 297 430 657 931 
205	ECON3	TH224	121	10	299 532 1221 
206	HART3	PK100	3	2	61 85 163 325 418 507 587 638 1252 
207	EAST1	PK180	63	6	305 811 942 1200 1208 1215 1336 1341 1403 1406 1412 1418 1445 
208	ECON2	PK338	121	16	107 195 316 392 443 445 482 497 524 532 549 671 677 735 749 852 1114 1146 1158 1207 1228 1276 1277 1297 1324 1387 
209	FREN3	TAYF	132	16	82 318 681 1171 1390 
210	CHEM2	PK20	133	13	81 106 140 169 171 199 210 212 216 225 227 232 238 263 274 284 338 367 447 450 473 513 514 516 521 530 557 575 602 603 618 648 656 658 660 682 698 709 717 725 726 734 750 752 1032 1091 1142 1299 
211	COML2	TAYF	128	17	56 142 546 613 1112 
212	MATH1	PK20	134	17	322 756 760 761 765 797 798 800 804 807 815 833 837 842 844 850 851 868 870 874 883 909 912 937 938 958 966 983 986 1003 1007 1009 1023 1047 1055 1062 1069 1116 1119 1219 1423 1463 
213	HIST3	PK278	135	4	128 334 514 537 620 669 
214	ANTH1	PK241	88	14	335 340 739 740 824 953 994 1123 1133 1241 1270 1397 1443 1463 
215	CSTS1	PK243	101	7	54 336 382 510 630 646 758 829 878 986 1209 1280 1339 1342 1431 1450 1457 
216	RUSS1	TAYG	48	1	251 377 520 1434 
217	ARTD3	PK180	136	7	19 130 338 358 376 604 678 1033 1080 1302 1344 1470 1472 
218	ARTD3	PK278	137	5	665 678 1184 1465 1470 
219	FREN2	PK25	75	16	347 426 679 1139 1192 1283 1292 1464 
220	PHYS1	TH110	138	8	136 139 140 156 197 210 274 280 355 377 378 397 447 517 518 544 797 919 937 950 983 1003 1009 1037 
221	PHIL2	TAYD	95	14	182 204 443 1016 1356 1461 
222	GREK1	PK25	116	17	371 433 662 718 1311 1378 1385 1392 1404 1462 
223	COML2	DAL300	131	1	159 160 359 478 613 1293 1409 1460 
224	GEOL2	PK182	10	11	379 
225	ARTT2	PK182	129	3	382 1116 
226	HART1	CARP21	139	14	382 479 503 784 801 869 903 922 1042 1052 1204 1291 1304 1327 1379 1389 1440 
227	FREN1	PK180	13	8	383 505 661 812 818 892 898 924 974 1182 1326 
228	HART2	PK278	8	6	390 422 601 845 1125 1230 1426 
229	HART3	TAYG	120	15	390 422 687 1208 
230	POLS2	PK25	140	4	35 62 127 132 153 291 325 437 720 1092 1164 
231	ENGL3	DAL300	141	2	43 237 319 398 417 452 573 664 
232	GERM0	PK243	142	8	71 406 501 522 765 772 785 804 830 841 863 865 905 918 939 1014 1016 
233	CITY3	TAYD	143	15	309 409 491 1167 1201 
234	SOCL1	PK180	106	9	164 170 415 497 820 867 927 981 991 996 1054 1353 1394 
235	POLS3	PK278	140	7	62 99 151 270 489 564 690 
236	ECON2	PK100	144	11	421 467 659 1103 1114 1215 
237	PHIL3	TAYG	119	16	448 1107 1427 
238	HIST1	TAYD	63	16	52 411 474 1002 
239	HIST2	TAYG	17	17	405 930 1101 1298 
240	POLS2	PK278	119	8	448 479 554 835 978 1131 1332 
241	SPAN0	TH110	122	1	223 247 270 479 925 927 936 944 955 958 964 976 1017 1044 1090 1122 1129 
242	HIST2	DAL300	82	3	53 308 312 321 337 341 549 921 1364 
243	COML3	PK182	75	12	498 
244	PHIL3	PK25	72	5	17 127 500 538 610 659 745 1143 1165 
245	PSYC3	TAYG	20	2	36 171 528 536 728 
246	ITAL3	PK182	145	4	529 
247	CITY2	PK278	41	11	533 569 600 634 1178 1213 1264 
248	ARTT3	TAYG	71	4	87 534 1154 
249	PHIL2	PK182	37	13	538 
250	LING1	PK20	146	14	104 184 226 279 306 317 403 508 524 528 535 578 600 618 623 647 745 757 761 764 779 780 792 797 804 809 841 865 873 906 909 911 924 939 947 949 961 969 984 1031 1049 1088 1186 1309 1395 1433 1449 1455 
251	HIST2	PK100	147	12	323 591 821 971 977 1101 1108 1345 
252	ITAL0	CARP21	148	4	596 769 800 861 877 879 882 929 954 966 973 980 1001 1039 1056 1116 
253	HART3	DAL119	149	7	138 300 393 553 617 701 1078 1111 1115 1134 1389 
254	COML2	PK100	38	13	253 369 394 613 617 684 1409 
255	ANTH2	PK182	82	5	329 718 
256	SPAN1	PK241	150	6	653 762 763 774 776 779 783 788 851 890 900 1004 
257	ENGL3	PK241	151	7	59 80 115 165 290 303 348 352 399 401 417 563 681 713 
258	CSTS2	PK182	152	6	664 1148 
259	HIST2	TAYD	135	17	449 495 586 704 1302 1346 
260	RUSS0	DAL300	42	4	708 766 798 883 900 1442 1453 1455 1458 1468 
261	FREN0	PK338	79	8	221 258 410 525 737 753 755 801 811 825 831 839 868 869 886 921 926 972 975 987 1012 1024 1025 1027 1033 1038 1041 1043 1049 1051 1055 1067 1107 
262	BIOL1	TH224	153	12	750 751 752 
263	HEBR2	PK182	38	7	753 
264	EMLY0	PK20	74	1	754 755 756 757 758 759 760 761 762 763 764 765 766 767 768 769 770 771 772 773 774 775 776 777 778 779 780 781 782 783 784 785 786 787 788 789 790 791 792 793 794 795 796 797 798 799 800 801 802 803 804 805 806 807 808 809 810 811 812 813 814 815 816 817 818 819 820 821 822 823 824 825 826 827 828 829 830 831 832 833 834 835 836 837 838 839 840 841 842 843 844 845 846 847 848 849 850 851 852 853 854 855 856 857 858 859 860 861 862 863 864 865 866 867 868 869 870 871 872 873 874 875 876 877 878 879 880 881 882 883 884 885 886 887 888 889 890 891 892 893 894 895 896 897 898 899 900 901 902 903 904 905 906 907 908 909 910 911 912 913 
265	ITAL0	TAYF	4	1	369 952 997 1058 
266	GEOL1	PK180	47	10	760 805 887 897 917 948 964 1179 1294 1444 1447 1466 1471 
267	GEOL1	PK243	154	1	77 104 917 1068 1179 1294 1444 1447 1466 1471 
268	ARCH1	TAYG	155	3	581 908 922 983 
269	CHEM1	PK241	102	15	552 595 794 822 883 911 941 966 979 997 1047 1060 
270	CITY1	PK182	155	8	436 
271	ENGL1	PK180	156	11	870 959 1001 1012 1014 1015 1019 1027 1037 1043 1046 1055 1150 
272	MATH0	TAYG	59	5	651 897 933 1101 1120 
273	COML2	PK182	37	14	1073 
274	SOCL3	TH224	27	13	91 282 1075 
275	HART3	DAL119	157	8	70 307 325 422 510 664 695 1163 
276	CNSE1	PK100	117	15	495 592 1034 1169 1173 1215 1216 1406 
277	CMSC3	PK278	98	9	73 111 235 254 414 694 1126 
278	SOWK3	PK182	158	9	40 118 
279	POLS2	PK100	95	3	1071 1096 1104 1123 1127 1225 1267 1314 
280	ANTH3	TH224	112	14	566 736 1130 
281	HIST2	TH224	157	1	343 1076 
282	HART2	TH224	157	15	307 510 1439 
283	ARTD2	TAYG	159	6	464 1013 1302 1344 1363 
284	CHEM1	TH224	103	2	117 162 395 
285	RUSS3	TH224	128	3	676 749 
286	ARTT2	PK182	71	15	
287	CSTS1	TH224	155	16	160 1311 1399 
288	POLS3	PK182	112	16	1381 
