Course	Subject	Room	Teacher	Time	Students
25	ENGL2	TH110	24	9	14 95 118 314 351 441 453 650 654 678 680 695 797 935 1011 1060 
26	ANTH3	DAL300	5	16	15 
27	ECON1	PK349	25	7	16 109 119 121 131 147 168 230 251 257 320 404 472 480 488 489 508 510 545 574 586 593 676 703 721 731 734 785 808 817 836 871 889 924 937 944 954 959 960 964 978 1019 1023 1045 1046 1051 1065 1075 1093 1096 1106 1111 1115 1116 1135 
28	POLS1	CARP21	26	16	16 100 412 422 452 490 493 498 537 599 648 664 670 805 824 829 925 1008 1029 1040 1115 1135 1143 
29	MATH2	CARP21	27	4	17 40 42 44 72 96 131 160 181 199 210 230 241 267 279 334 339 344 393 490 515 596 819 826 
30	GERM2	DAL300	28	17	18 
31	GERM3	DAL2	26	11	18 225 516 
32	HIST1	CARP21	29	17	19 55 60 125 142 286 340 362 404 466 473 503 517 586 647 657 681 754 809 823 898 964 1002 1102 
33	HIST3	PK338	30	12	19 45 224 423 495 715 
34	POLS2	PK180	31	15	19 57 60 391 471 476 493 495 655 697 698 711 
35	MATH1	CARP21	32	6	20 80 263 264 274 375 417 426 477 539 613 653 660 676 738 776 924 957 974 977 979 1043 1050 1063 1072 1080 1143 1144 
36	PHYS3	PK25	33	11	20 174 238 324 337 553 
37	EDUC2	DAL119	34	17	20 227 327 367 368 621 932 
38	HIST2	PK349	23	10	21 55 56 187 217 232 283 298 340 342 358 368 378 388 390 407 445 468 477 503 535 550 564 578 583 646 675 683 684 691 695 699 718 727 738 742 754 774 792 793 818 825 850 853 885 949 1060 1092 
39	HIST3	BYC127	23	4	21 37 57 92 113 125 144 163 166 308 327 341 358 
40	ENGL3	BYC127	35	5	21 114 166 201 227 244 246 356 365 442 475 603 684 
41	ANTH3	PK338	36	13	22 54 94 212 295 343 
42	BIOL2	PK349	37	17	22 36 43 52 64 70 80 144 184 193 236 241 253 338 353 424 446 448 486 496 522 524 528 550 576 603 631 641 644 703 752 783 784 793 874 916 
43	POLS3	DAL119	16	4	23 165 182 216 240 284 296 362 366 717 
44	PHIL3	DAL2	38	12	25 303 881 
45	ANTH3	CARP21	36	9	26 29 52 70 120 173 189 222 270 280 302 379 380 385 394 399 436 447 449 487 519 534 557 562 597 882 894 
46	ANTH3	PK243	39	8	26 29 52 54 67 70 77 101 115 120 132 173 189 212 222 241 257 270 295 316 
47	POLS1	PK338	40	14	26 495 682 727 782 1043 
48	SOCL2	TH110	41	5	27 273 275 317 373 441 447 453 513 518 524 619 644 678 695 768 779 
49	ANTH2	PK229	42	7	27 62 180 183 271 333 341 361 449 608 
50	CSTS1	PK243	43	1	28 86 128 146 179 197 268 278 340 540 568 631 699 712 787 945 952 971 983 985 1088 1099 
51	CSTS3	EHLEC	44	12	28 116 229 
52	CSTS2	PK336	45	1	
53	HIST2	PK180	46	16	28 134 525 647 697 724 823 871 947 964 974 1009 1114 
54	ANTH3	TAYG	47	8	436 562 683 
55	CITY1	CARP21	5	13	29 73 144 336 485 560 574 610 635 640 685 698 705 835 894 903 944 974 1047 1077 1105 1110 1132 
56	ARTW2	PK229	48	8	30 79 139 374 388 414 684 999 
57	FREN2	BYC127	49	6	30 50 300 311 456 457 471 500 555 736 
58	HART3	PK338	50	16	68 81 168 804 833 
59	PSYC3	PK243	51	14	31 53 110 121 128 206 209 213 221 233 239 273 317 319 367 372 434 489 504 511 856 
60	MATH3	TH110	27	2	32 44 72 78 82 89 106 199 210 320 393 400 428 514 542 556 587 651 721 
61	MATH3	TH110	52	10	32 131 254 264 305 328 344 406 471 515 542 556 579 618 651 721 1045 
62	PHIL1	EHI	53	10	1054 
63	FREN0	PK349	54	16	33 87 96 102 342 530 588 606 627 665 704 743 813 840 891 934 952 989 992 996 1005 1006 1020 1028 1041 1050 1052 1063 1079 1081 1083 1105 1106 1121 1125 1140 1142 
64	HART2	PK243	55	15	33 95 183 202 223 459 464 467 601 616 663 693 758 830 873 880 893 904 972 
65	MATH1	PK349	52	2	33 41 46 162 396 483 505 535 545 588 600 615 634 643 648 650 652 661 688 692 693 707 730 733 735 743 754 757 800 810 811 813 817 821 829 832 835 837 841 852 866 876 893 896 900 909 912 913 915 919 920 928 937 938 946 961 963 978 982 989 998 1004 1005 1010 1011 1017 1019 1020 1024 1027 1031 1032 1049 1052 1055 1069 1071 1075 1076 1077 1079 1082 1085 1089 1090 1091 1095 1098 1099 1100 1106 1107 1109 1113 1114 1116 1117 1120 1129 1130 1134 1136 1137 1141 
66	HART3	TAYG	55	1	33 133 190 203 248 384 418 616 
67	CHEM3	GOB	56	13	34 136 175 195 322 
68	GNST2	BYC127	57	7	34 187 206 385 462 553 627 919 1054 1062 1118 1121 1123 
69	ITAL2	PK25	58	12	35 81 114 214 332 388 545 
70	BIOL3	TH110	59	6	36 48 89 106 147 183 210 211 233 319 333 432 446 482 522 783 
71	ARTD3	EHI	60	14	37 475 
72	POLS3	TAYG	26	9	37 43 74 76 169 191 478 632 
73	BIOL2	PK180	61	4	38 39 73 127 188 198 253 351 417 420 485 550 580 641 
74	CITY3	PK180	62	5	38 126 133 207 232 265 277 403 463 496 756 785 
75	SOCL3	DAL119	63	5	200 222 261 313 376 484 701 794 855 
76	SOCL3	DAL119	63	6	38 200 222 261 313 376 484 701 794 
77	EDUC2	PK338	64	15	38 379 436 533 544 825 
78	SOCL1	CARP21	65	10	39 59 78 193 360 435 440 452 520 633 638 710 723 739 748 827 875 889 988 1000 1012 1085 1089 1104 1107 
79	CITY3	EHI	5	12	39 127 
80	ECON2	PK180	66	17	40 228 248 267 279 387 520 596 611 612 662 679 792 810 
81	ENGL3	TAYG	67	10	41 71 177 184 247 461 561 
82	MATH2	TAYG	68	2	42 96 105 181 230 279 819 
83	MATH3	PK25	69	13	42 160 226 254 325 328 334 
84	SPAN2	BYC127	70	8	42 86 102 258 310 344 346 412 473 529 563 644 853 
85	POLS2	TH110	18	11	43 53 119 275 357 413 540 578 646 725 818 824 850 853 
86	ARTD2	TAYG	71	11	44 260 475 486 602 721 777 1022 
87	POLS3	TAYG	72	3	45 57 76 178 345 478 495 506 625 
88	BIOL1	PK243	73	2	148 341 372 621 626 790 820 845 846 851 867 871 992 1013 1039 1070 1073 1081 1086 
89	ANTH2	GOB	74	12	47 189 385 708 
90	FREN3	TAYG	75	4	47 74 152 162 186 371 451 497 500 
91	FREN3	PK229	76	9	47 153 154 162 190 228 242 243 321 326 455 
92	GEOL3	TAYG	77	12	49 99 164 195 289 301 320 
93	GEOL2	PK180	78	6	49 176 538 579 651 698 838 857 868 908 1033 1074 1138 
94	FREN2	DAL119	79	7	50 358 379 498 503 797 806 995 
95	MATH2	PK229	69	10	50 115 156 297 325 405 667 672 714 765 820 
96	CITY1	PK349	62	14	51 66 251 288 315 420 491 548 557 569 574 659 705 733 760 792 806 834 835 836 845 857 865 872 890 898 910 918 942 962 969 977 1019 1023 1025 1061 1088 1110 
97	POLS1	PK243	16	9	51 92 129 145 172 322 443 481 527 550 558 564 583 612 677 731 772 790 815 828 852 885 
98	SOCL2	BYC127	1	16	51 160 257 275 298 408 435 524 738 790 828 
99	ANTH1	PK349	39	6	52 70 99 259 295 350 352 371 378 416 425 430 460 485 487 492 523 547 571 576 581 620 649 654 658 689 724 737 750 771 775 799 846 851 862 871 874 915 927 947 959 965 968 975 984 996 1018 1030 1038 1048 1051 1066 1070 1081 1087 1097 1120 1147 
100	PSYC3	BYC127	80	9	53 128 185 221 233 239 318 332 427 429 432 488 509 
101	ANTH2	BYC127	81	1	54 100 129 208 212 336 361 389 534 717 724 775 1042 
102	ANTH2	PK229	36	11	54 149 385 450 464 494 592 597 608 666 
103	POLS3	TH110	31	17	76 169 191 192 208 276 321 323 329 443 493 526 537 587 854 
104	ARTD2	PK229	60	12	56 91 475 516 721 776 791 883 
105	FREN2	PK338	54	17	56 311 407 465 781 
106	ARTD3	EHLEC	60	13	56 381 406 1069 
107	EDUC3	EHLEC	82	14	57 162 204 226 
108	GNST2	BYC127	35	2	58 227 271 298 401 441 442 460 482 504 695 716 789 849 
109	ENGL2	TAYG	83	13	243 306 414 457 575 634 
110	GNST1	TAYG	84	14	60 499 512 543 671 843 976 997 
111	ARAB0	DAL119	85	8	60 87 399 425 431 623 671 717 750 
112	ARCH3	PK25	86	14	62 85 161 194 205 278 353 
113	HART3	GOB	87	2	62 104 203 204 242 374 
114	CHEM3	BYC127	88	17	63 112 156 198 220 225 261 263 322 325 355 579 
115	GNST1	GOB	89	1	64 67 329 614 802 826 
116	CITY3	BYC127	90	10	66 90 126 127 207 256 265 271 277 285 291 293 
117	PSYC2	CARP21	91	7	68 122 139 150 213 273 318 370 372 401 590 620 628 633 642 673 678 704 708 764 777 795 825 863 878 888 969 
118	SPAN0	CARP21	92	2	68 128 339 417 532 534 536 613 694 727 739 767 818 834 854 894 941 957 968 969 999 1018 1029 1030 1040 1053 1058 1078 1092 1124 1127 
119	CITY2	PK229	93	1	69 126 134 251 288 598 617 659 667 735 786 963 
120	ECON3	PK243	94	16	69 108 215 216 234 339 349 431 513 518 564 592 607 611 679 720 765 815 826 873 887 
121	SPAN3	PK25	95	15	69 214 240 258 292 310 344 
122	ECON3	EHLEC	94	15	97 234 455 
123	ENGL2	TAYG	50	15	71 177 189 215 477 634 1133 1142 
124	HART2	PK180	96	1	71 91 223 283 331 402 407 419 532 557 569 758 812 1083 1103 
125	SPAN3	PK243	97	17	72 102 158 171 214 258 292 293 294 300 307 310 314 346 356 371 529 591 652 846 
126	GEOL3	EHI	5	15	73 164 
127	COML3	TAYG	98	16	74 118 152 243 292 307 314 
128	PHIL3	GOB	99	3	74 107 172 303 357 384 
129	MATH3	GOB	100	14	75 154 156 220 349 
130	BIOL2	PK243	101	10	77 105 106 124 181 231 335 351 364 395 402 419 428 432 450 456 458 482 493 686 730 779 1101 
131	BIOL3	GOB	37	4	77 151 231 335 428 522 
132	ANTH2	PK229	102	2	77 109 132 243 352 377 384 469 470 494 649 776 
133	SOCL3	DAL2	103	14	78 347 
134	ITAL3	GOB	58	15	83 113 163 242 
135	HART3	TH110	104	7	83 153 203 204 242 244 248 374 384 398 465 467 497 516 567 599 616 
136	BIOL3	GOB	105	5	84 159 426 438 538 
137	CNSE0	DAL119	106	9	85 107 140 799 901 1048 1064 1075 1136 1148 
138	RUSS3	DAL2	107	13	85 178 284 
139	EAST2	DAL2	19	15	85 765 
140	SPAN2	PK180	70	7	86 435 436 446 501 527 585 591 596 722 758 779 975 1068 1099 
141	GEOL1	CARP21	108	3	87 229 406 416 418 443 546 547 578 579 585 638 661 780 786 800 832 899 921 936 952 960 984 1004 1007 1012 1015 1038 1060 1126 1146 
142	HIST2	TAYG	109	17	87 562 671 696 750 
143	CMSC2	PK25	3	16	88 238 245 400 514 747 802 
144	CITY3	PK25	87	1	90 255 271 285 391 403 536 
145	HART3	PK180	110	8	91 104 177 194 237 244 398 465 467 480 497 567 599 682 
146	CMSC1	PK243	111	3	92 96 334 527 570 596 619 636 680 722 751 753 797 900 917 925 948 967 981 1003 1045 1066 1130 1131 
147	LATN2	GOB	44	16	92 410 754 904 907 
148	CHEM2	PK243	112	4	93 140 145 195 304 397 430 445 487 507 512 541 558 559 565 572 610 
149	CHEM2	TH110	56	12	93 140 145 304 397 430 445 507 512 541 558 559 565 572 582 610 762 
150	EDUC3	EHI	72	13	
151	HIST3	DAL2	46	17	95 
152	ARTW2	PK25	48	2	95 167 381 551 704 799 905 935 
153	ECON3	EHLEC	66	16	98 267 455 
154	HART2	PK25	93	17	99 250 304 348 682 819 873 
155	COML2	EHI	84	16	622 
156	COML2	EHI	21	17	103 893 
157	CITY2	DAL2	96	16	105 232 1016 
158	PHIL1	PK180	38	2	107 211 259 408 639 664 816 869 981 996 1008 1021 1034 1057 1074 
159	ECON2	PK243	25	5	108 236 369 422 429 506 521 557 629 646 685 692 720 735 736 757 766 792 812 818 834 875 890 
160	PSYC3	PK229	113	13	110 123 157 209 221 249 342 369 429 488 595 
161	ARTW2	PK229	114	14	111 167 308 427 555 589 622 753 755 868 
162	ENGL3	PK229	115	15	111 143 201 309 441 473 529 556 814 1146 
163	CHEM3	PK338	112	1	112 136 158 175 261 263 355 
164	ITAL2	PK338	116	2	113 114 287 332 715 752 
165	HIST3	EHI	18	1	113 166 515 
166	PSYC1	PK349	11	9	115 212 382 421 458 474 510 544 589 601 614 622 628 630 665 684 700 702 716 745 765 767 782 812 843 860 891 902 909 923 926 933 938 939 958 965 967 975 993 999 1006 1007 1032 1034 1040 1042 1044 1063 1109 1131 1133 1145 
167	LATN3	DAL300	117	1	116 229 
168	RUSS3	PK336	118	2	117 
169	HIST2	DAL119	119	10	119 250 439 462 466 584 586 666 808 1144 
170	POLS2	PK229	1	17	119 170 176 392 413 470 613 655 755 
171	ARCH2	EHLEC	120	17	149 161 660 
172	GEOL2	GOB	74	17	134 287 425 656 717 
173	ARCH2	DAL119	86	11	134 348 353 405 411 690 798 
174	PSYC2	PK180	10	9	137 151 155 196 369 401 508 511 618 706 764 804 863 878 
175	ARTT2	GOB	121	6	138 150 398 760 774 942 
176	ARTW2	BYC127	48	11	138 409 461 476 656 749 772 866 898 
177	ENGL2	PK180	2	10	138 143 412 414 475 476 483 555 568 656 786 788 814 1033 
178	SPAN2	PK180	97	11	620 626 659 710 817 888 923 935 947 1013 1137 
179	CHEM2	TH110	88	8	140 145 430 445 507 541 559 565 572 582 610 762 
180	FREN0	PK349	79	11	141 274 329 396 472 510 616 650 692 702 791 807 816 858 870 895 909 918 920 929 933 942 956 962 966 970 976 980 986 988 998 1017 1032 1034 1036 1037 1043 1046 1061 1065 1109 1110 1111 1112 1119 1129 1133 1145 
181	ARCH2	BYC127	122	12	141 149 161 375 405 411 535 660 696 724 750 893 
182	HIST3	EHLEC	119	1	144 163 386 439 503 
183	HIST2	GOB	123	7	146 378 431 526 990 1061 
184	RUSS0	PK25	124	3	152 240 789 822 839 1002 1008 1076 
185	HART3	EHLEC	125	2	153 214 459 663 686 
186	ARTD3	DAL300	60	2	155 337 
187	MATH2	PK349	126	4	164 297 301 361 392 394 421 431 479 481 514 521 525 538 546 552 577 582 584 585 602 612 618 629 637 645 646 669 679 685 702 709 712 713 714 718 720 728 732 734 747 762 763 766 769 773 778 784 802 803 818 820 853 864 870 879 881 886 887 889 906 940 966 1003 1035 1046 1057 1062 1065 1078 1121 1139 
188	PHIL2	DAL300	28	3	217 
189	PHIL3	DAL2	127	1	172 217 219 408 
190	ARTD2	PK336	128	3	174 
191	ENGL3	DAL2	50	2	179 246 359 761 
192	HART2	EHLEC	87	3	185 203 444 526 1021 
193	ITAL1	PK338	129	3	188 529 628 634 705 761 
194	LATN0	PK229	44	3	190 693 699 732 759 821 892 1009 1087 1093 
195	GERM1	PK229	21	16	194 350 405 497 570 869 872 878 897 913 981 
196	GREK0	DAL119	43	12	194 410 798 904 907 983 1025 1059 1118 
197	BIOL2	TH110	74	1	196 200 249 280 335 426 438 450 451 517 539 543 571 624 749 752 763 796 844 
198	GERM3	DAL300	28	4	202 269 
199	HART1	DAL119	104	1	205 305 374 589 708 741 995 
200	POLS1	TH110	81	13	207 534 688 744 822 842 876 897 910 911 961 977 997 1085 1095 1097 1138 
201	CITY1	DAL2	122	3	214 485 665 
202	COML2	EHLEC	124	4	223 357 437 768 795 
203	ENGL2	PK243	83	6	227 297 310 415 427 483 519 533 563 575 594 595 609 639 741 744 753 811 820 849 855 980 1069 
204	ECON2	CARP21	130	14	228 330 433 443 513 518 546 549 560 564 587 592 605 607 611 652 679 714 770 810 815 826 873 887 
205	CITY2	PK243	87	12	231 260 285 315 348 420 463 536 548 560 574 598 635 640 705 733 761 785 801 806 931 1016 
206	CNSE1	DAL2	106	4	234 426 532 
207	ENGL3	DAL300	103	5	235 386 
208	CMSC2	EHLEC	53	5	238 264 400 802 887 
209	ENGL2	PK229	67	4	246 350 356 453 461 462 568 575 776 796 1146 
210	FREN0	CARP21	131	15	248 251 386 461 491 552 560 597 632 672 718 772 777 801 823 877 908 910 1010 1024 1031 1098 
211	BIOL3	DAL300	61	6	249 
212	SPAN1	TH110	132	14	252 352 688 689 713 716 830 876 905 911 914 925 973 985 1126 1135 
213	BIOL3	PK336	5	4	259 
214	ANTH2	DAL119	122	14	262 270 289 316 597 608 647 666 780 882 
215	PHYS1	BYC127	133	3	264 343 408 757 760 784 802 896 944 955 1017 1052 1116 
216	ARTT3	EHLEC	134	6	266 604 605 638 
217	SOCL3	PK338	41	4	272 399 729 739 751 827 832 
218	EAST2	PK25	135	4	278 316 590 593 799 921 1001 1091 
219	ARCH2	EHI	45	2	278 353 611 
220	SOCL3	DAL119	103	13	376 383 440 452 460 484 554 594 827 
221	CNSE2	DAL300	135	7	1001 
222	HART2	PK338	50	5	283 868 989 1006 1036 
223	HIST3	EHI	123	3	286 341 378 
224	HIST2	TH110	29	15	287 301 390 415 488 501 540 551 570 771 800 867 980 1027 1060 1124 1131 
225	CHEM1	PK349	136	13	289 318 324 417 419 448 451 505 641 658 686 694 709 711 730 740 779 793 821 839 882 906 922 927 928 930 985 998 1001 1020 1022 1024 1062 1064 1078 1094 1108 1112 1120 1122 1128 1141 
226	GEOL2	DAL300	74	8	289 791 
227	SPAN2	PK338	137	6	294 403 447 473 591 919 
228	PHIL2	DAL119	138	2	303 422 500 612 653 842 
229	POLS2	EHLEC	139	7	303 680 790 951 
230	POLS3	GOB	113	8	331 444 498 650 670 
231	COML2	DAL2	83	5	307 314 751 828 
232	CITY2	PK25	140	5	315 536 598 617 760 
233	ARCH1	PK243	122	13	316 348 416 428 434 623 627 674 775 780 830 841 979 1005 1059 1066 1087 1100 1103 1118 1129 
234	ITAL1	TH110	141	3	326 520 601 602 640 647 655 668 678 700 740 746 970 
235	SOCL2	PK338	17	7	336 373 474 513 554 563 862 
236	COML2	EHI	76	4	623 866 
237	ARTW2	TAYG	142	5	351 474 604 681 797 799 878 
238	PHYS3	PK338	133	8	354 394 527 553 667 672 746 
239	SOCL3	PK338	65	9	376 383 435 440 460 524 594 
240	ITAL0	CARP21	58	5	377 456 586 591 615 643 690 691 697 786 788 833 836 838 861 869 903 912 915 924 927 931 972 993 1038 1044 1051 1072 1134 
241	CITY2	DAL300	17	9	391 593 
242	PHYS2	EHLEC	143	8	718 748 1057 
243	ECON2	TAYG	66	6	396 422 433 685 714 735 769 770 1041 
244	RUSS2	EHLEC	124	9	397 674 755 
245	HIST1	BYC127	30	13	402 458 515 551 745 758 773 908 966 1058 1071 1098 
246	CSEM0	PK349	34	1	404 416 491 492 510 523 530 588 600 615 627 630 643 654 664 665 669 671 687 688 689 690 691 694 702 707 726 743 757 759 767 782 805 807 809 813 817 821 822 829 836 837 838 839 840 841 843 848 857 858 859 861 869 876 884 891 892 895 896 897 898 899 900 901 902 903 904 905 906 907 908 909 910 911 912 913 914 915 916 917 918 919 920 921 922 923 924 925 926 927 928 929 930 931 933 934 935 936 937 938 939 940 941 942 
247	GEOL2	EHLEC	108	10	467 499 585 832 
248	MATH1	PK349	100	15	411 599 630 690 694 859 891 895 897 929 930 934 936 950 955 965 971 973 987 1047 1056 1059 1064 1067 1068 1073 1084 1094 1096 1101 1111 1119 1122 1123 1125 1127 1128 1140 
249	HART3	PK336	67	6	418 
250	ENGL2	GOB	144	9	501 533 575 661 831 
251	EAST1	GOB	19	10	426 479 486 530 573 
252	HART2	EHI	67	5	439 459 823 
253	HIST3	PK336	31	5	
254	HART1	DAL119	145	15	542 659 668 956 992 1036 1126 
255	FREN1	TH110	54	4	470 480 551 652 828 829 833 859 902 951 961 1012 1029 1055 1056 1070 1071 1080 1115 
256	MATH2	DAL2	53	6	582 747 
257	PHIL2	EHI	139	6	472 625 720 
258	CITY3	DAL300	41	10	496 635 
259	PHIL2	EHLEC	127	11	500 609 881 
260	ENGL2	PK243	115	11	501 556 642 687 707 708 711 726 734 759 774 781 787 788 820 845 848 863 1004 1009 1015 1030 1132 
261	PHIL1	PK229	127	5	539 672 822 857 858 934 973 995 1007 1074 1112 
262	LATN0	PK229	146	6	540 568 709 725 749 798 842 850 1049 1094 1117 1128 
263	COML2	EHI	28	7	551 609 648 
264	ANTH1	DAL119	62	16	563 624 677 725 831 842 855 858 884 902 
265	RUSS1	DAL2	147	7	580 645 922 1026 
266	EDUC2	PK25	148	6	583 636 657 723 831 905 932 1011 
267	CITY2	DAL300	86	12	
268	CSTS1	DAL2	120	8	601 939 970 990 
269	COML3	PK336	28	8	648 
270	ARTT1	PK338	121	10	726 892 914 937 1002 1028 
271	GEOL2	EHI	122	8	652 658 800 
272	ARTT2	PK336	9	7	663 
273	HIST2	DAL300	31	11	677 771 
274	ARCH1	EHI	120	9	696 798 972 
275	HIST2	PK336	45	9	740 
276	CITY2	PK336	130	10	756 
277	EAST2	EHI	19	11	770 865 899 
278	HEBR0	DAL300	149	13	843 984 
279	HART2	DAL300	86	15	959 
280	MATH0	DAL2	150	9	884 943 1083 1092 
281	CHEM1	PK25	151	7	901 1037 1080 1107 1125 1127 1139 
282	ARTT2	PK336	142	11	
283	ENGL1	PK338	152	11	943 1019 1062 1075 1107 1116 
