Course	Room	Teacher	Time	Students
1	DAL119	1	7	1 360 383 423 452 554 619 701 723 794 1000 
2	EHI	2	6	2 7 30 167 184 219 250 292 338 359 381 388 555 607 
3	PK349	3	11	3 88 245 400 424 447 795 
4	CARP21	4	1	4 147 174 289 297 305 336 360 372 380 382 392 414 419 448 492 523 561 594 621 636 649 656 675 723 726 731 737 741 744 748 763 780 793 805 824 845 847 851 863 864 882 884 885 926 939 949 987 1016 1021 1039 1084 1102 1104 1122 1144 
5	DAL2	5	1	5 8 27 282 1018 
6	BYC106	6	1	6 24 47 389 411 528 567 794 867 
7	EHI	7	1	7 30 58 79 81 94 109 111 114 139 167 168 179 184 197 201 218 219 246 247 250 266 294 363 
8	EHI	8	3	7 148 177 247 309 359 381 386 390 412 468 476 570 686 700 807 931 933 948 986 994 1076 1117 
9	EHI	9	8	7 84 389 468 571 604 668 700 781 788 912 913 1049 
10	TH110	10	8	8 31 34 64 121 137 202 247 312 373 437 511 549 675 768 856 
11	TH110	11	2	8 65 110 122 130 131 150 157 269 312 382 401 415 432 437 454 456 486 502 504 511 642 675 676 715 719 740 777 888 1127 
12	DAL119	1	3	8 10 18 27 39 59 78 187 272 281 282 347 363 
13	PK243	12	1	9 67 135 136 252 299 311 313 393 423 481 494 502 507 541 565 572 577 620 631 633 645 691 709 711 712 715 728 736 766 778 787 791 803 807 844 848 850 883 916 922 929 941 945 950 983 1022 1037 1053 1056 1058 1068 
14	PK180	13	1	80 245 364 402 415 424 486 490 522 525 539 566 571 584 602 637 670 703 710 713 749 752 773 784 796 808 856 870 879 940 1035 
15	PK243	14	2	9 89 90 106 183 196 205 211 249 252 253 262 280 302 304 311 313 318 319 333 338 395 397 423 438 446 450 451 490 493 509 512 531 543 558 566 639 703 710 783 796 830 
16	GOB	15	2	10 42 155 226 347 381 721 833 993 
17	BYC127	16	1	11 23 45 61 76 118 165 169 170 176 178 182 191 192 208 216 284 296 306 321 323 329 343 345 357 362 625 
18	PK25	17	5	11 169 484 518 519 
19	DAL2	18	11	11 26 208 
20	EHLEC	19	4	11 
21	EHII	20	2	12 290 359 580 683 814 
22	BYC106	21	3	13 197 202 204 221 269 660 
23	TH110	22	4	13 110 155 206 226 317 370 373 382 531 562 590 592 628 657 701 706 777 814 847 859 932 997 
24	TH110	23	13	14 18 91 95 142 286 327 358 368 453 462 466 606 
25	EHI	24	5	14 95 118 120 314 441 453 650 654 678 680 695 797 935 1011 1060 
26	PK25	5	12	15 
27	CARP21	25	3	16 109 119 121 131 147 168 230 251 257 320 404 472 480 488 489 508 510 545 574 586 593 676 703 721 731 734 785 808 817 836 871 889 924 937 944 954 959 960 964 978 1019 1023 1045 1046 1051 1065 1075 1093 1106 1115 1116 1135 
28	BYC127	26	2	16 100 412 422 452 498 537 599 648 664 670 805 824 829 925 1008 1029 1040 1079 1115 1135 1143 
29	PK349	27	4	17 40 42 44 72 96 131 160 181 199 210 230 241 267 279 297 334 339 344 393 479 490 515 521 546 596 629 819 826 
30	BYC106	28	7	18 
31	BYC106	26	4	18 225 516 
32	CARP21	29	10	19 55 60 125 142 286 340 362 404 466 473 503 517 586 647 657 681 754 809 823 898 964 1002 1102 
33	DAL2	30	6	19 45 224 423 495 715 
34	BYC127	31	7	19 57 60 391 471 476 491 493 495 655 697 698 711 772 
35	PK349	32	5	20 80 263 264 274 375 417 426 477 539 613 653 660 676 738 776 924 957 974 977 979 1043 1050 1063 1072 1080 1143 1144 
36	PK243	33	10	20 174 238 274 324 337 553 
37	TAYG	34	13	20 227 367 621 932 
38	CARP21	23	4	21 55 56 187 217 232 283 298 340 342 358 368 378 388 390 407 445 468 477 503 535 550 564 578 583 646 675 683 684 691 695 699 718 727 738 742 754 774 792 793 818 825 850 853 885 949 1060 1092 
39	TH110	23	15	21 37 57 92 113 125 144 163 166 308 327 341 358 
40	EHI	35	9	21 114 166 201 227 244 246 356 365 442 475 603 684 
41	PK25	36	4	22 54 94 212 295 343 
42	PK243	37	3	22 36 43 52 64 70 80 144 184 193 236 241 253 338 353 424 446 448 486 496 522 524 528 550 576 603 631 641 644 752 783 784 793 874 916 
43	BYC127	16	12	23 165 182 216 240 284 296 362 366 717 
44	TAYD	38	1	25 303 881 
45	CARP21	36	7	26 29 52 70 120 173 189 222 270 280 302 379 380 385 394 399 436 447 449 487 519 534 557 562 597 882 894 
46	CARP21	39	12	26 29 52 54 67 70 77 101 115 120 132 173 189 212 222 241 257 262 270 280 295 302 316 
47	BYC127	40	16	26 495 682 727 782 1043 
48	DAL119	41	2	27 273 275 317 373 441 447 453 513 518 524 619 644 678 695 731 768 
49	DAL119	42	11	27 62 180 183 257 271 333 341 361 449 608 
50	TH104	43	1	28 86 128 146 268 278 340 540 568 699 971 1088 
51	TH104	44	5	28 116 229 348 
52	TH104	45	15	28 
53	TH110	46	14	28 134 525 647 697 724 823 840 871 947 964 974 1009 1114 
54	TAYG	47	15	29 120 173 241 270 436 562 683 
55	CARP21	5	8	29 73 144 336 485 560 574 610 635 640 641 685 698 705 835 894 903 944 974 1047 1077 1105 1108 1110 1132 
56	EHI	48	12	30 79 90 139 338 374 388 414 684 999 
57	TAYG	49	7	30 50 300 311 371 456 457 500 555 609 736 775 
58	TH224	50	14	31 68 81 168 804 833 
59	TH110	51	5	31 53 110 121 128 206 209 213 221 233 239 273 317 319 367 372 434 489 504 511 856 
60	PK349	27	7	32 44 72 78 82 89 106 199 210 320 393 400 428 514 542 556 587 651 721 
61	PK349	52	8	32 131 254 264 305 328 344 406 471 515 542 556 579 618 651 721 1045 
62	TAYD	53	3	32 1054 
63	TAYG	54	3	33 87 96 102 342 530 588 606 627 665 743 813 840 952 989 992 996 1005 1006 1020 1028 1041 1050 1052 1063 1079 1081 1083 1105 1121 1142 
64	CARP21	55	15	33 95 183 202 223 459 464 467 601 616 663 693 758 830 873 877 880 893 904 972 1010 
65	PK349	52	1	33 41 46 162 396 483 505 535 545 588 600 615 634 643 648 650 652 661 688 692 693 707 730 733 735 743 754 757 800 810 811 813 817 821 829 832 835 837 841 852 866 876 893 896 900 909 912 913 915 919 920 928 937 938 946 961 963 978 982 989 998 1004 1005 1010 1011 1017 1019 1020 1024 1027 1031 1032 1049 1052 1055 1069 1071 1075 1076 1077 1079 1082 1085 1089 1090 1091 1095 1098 1099 1100 1106 1107 1109 1113 1114 1116 1117 1120 1129 1130 1134 1136 1137 1141 
66	TH224	55	5	33 133 190 203 205 248 384 418 616 
67	PK180	56	9	34 136 175 195 322 
68	BYC127	57	9	187 206 385 462 553 627 919 1054 1062 1118 1121 1123 
69	TH224	58	8	35 81 114 214 332 388 545 
70	PK243	59	7	36 48 80 147 183 211 233 319 333 432 446 482 522 783 874 
71	GOB	60	8	37 475 
72	BYC127	26	14	37 43 74 76 169 191 478 632 
73	PK243	61	8	38 39 127 188 198 253 351 417 420 550 580 585 
74	TH110	62	10	38 126 133 207 232 265 277 403 414 463 496 561 756 785 1016 
75	DAL119	63	13	38 200 222 261 313 376 484 701 794 855 
76	DAL119	63	14	38 200 222 261 313 376 484 701 794 855 
77	TAYF	64	9	38 379 436 533 544 825 
78	DAL119	65	1	39 59 78 193 298 435 440 452 520 638 739 742 827 875 889 988 1000 1012 
79	TH104	5	11	39 127 
80	DAL119	66	4	228 248 387 520 611 612 662 679 810 
81	EHI	67	16	41 71 177 184 247 283 461 561 
82	PK349	68	10	42 72 96 105 181 199 230 279 819 
83	PK349	69	12	42 160 226 254 325 328 334 
84	TAYF	70	4	86 102 258 310 346 412 473 529 563 644 
85	BYC127	18	4	43 53 119 275 357 413 472 540 692 725 816 824 
86	GOB	71	3	44 260 475 602 1022 
87	BYC127	72	13	45 57 76 178 345 478 495 506 625 
88	PK243	73	4	46 148 341 372 532 621 626 790 820 845 846 851 852 867 871 992 1013 1039 1070 1073 1081 1082 1086 1095 
89	PK25	74	7	47 135 708 
90	TAYG	75	14	47 152 162 186 371 451 497 500 
91	TAYG	76	9	47 153 154 162 190 242 243 321 326 455 
92	PK25	77	3	49 84 99 164 289 301 
93	PK25	78	2	49 176 579 651 698 838 857 868 908 1033 1074 1138 
94	TAYG	79	11	50 358 379 498 503 673 797 806 995 
95	PK349	69	9	50 115 156 297 325 405 667 672 714 765 820 
96	CARP21	62	5	51 66 251 288 315 420 491 548 557 569 574 659 705 733 760 792 806 834 835 836 845 857 865 872 890 898 910 918 942 962 969 1019 1023 1025 1061 1088 1110 
97	BYC127	16	3	51 92 129 172 322 443 481 527 564 583 612 677 745 772 790 815 828 852 885 
98	DAL119	1	8	51 160 257 275 408 435 524 738 790 824 828 
99	CARP21	39	2	52 70 99 259 295 350 352 371 378 416 425 430 460 485 487 492 523 547 571 576 581 620 649 654 658 689 724 737 750 771 775 799 846 851 862 871 874 915 927 947 959 965 968 975 984 996 1018 1030 1038 1048 1051 1066 1070 1081 1087 1097 1120 1147 
100	TH110	80	16	53 128 185 221 233 239 318 332 427 429 432 488 509 
101	DAL119	81	6	54 100 129 212 331 336 361 389 717 724 775 1042 
102	DAL119	36	12	141 149 385 450 464 494 592 597 608 666 
103	BYC127	31	6	55 76 169 191 192 208 276 321 323 329 443 493 526 537 587 
104	GOB	60	1	56 91 155 475 516 721 776 
105	TH104	54	6	56 300 311 407 781 
106	GOB	60	7	56 381 406 1069 
107	TAYF	82	15	162 226 
108	BYC127	35	8	58 227 271 298 401 441 442 460 482 504 695 716 789 849 
109	EHI	83	17	59 243 272 306 414 457 575 634 
110	BYC127	84	15	60 499 512 543 671 843 976 997 
111	TH111	85	1	60 399 425 431 623 717 750 
112	TH104	86	4	62 85 161 194 205 278 353 
113	TH224	87	15	62 104 203 204 242 374 
114	PK180	88	6	63 112 156 198 220 225 261 263 322 325 355 579 
115	BYC127	89	17	64 67 329 614 802 826 
116	TH110	90	17	66 90 126 127 207 232 256 265 271 277 285 291 
117	TH110	91	3	68 122 139 150 213 273 318 370 372 401 590 620 628 633 642 673 678 704 708 764 777 795 825 863 878 888 969 
118	CARP21	92	6	68 128 339 417 532 534 536 600 613 694 727 739 767 818 834 854 894 928 941 957 968 969 978 999 1018 1029 1030 1040 1053 1058 1078 1092 1124 1127 
119	DAL119	93	9	69 126 134 251 288 598 617 659 735 786 963 
120	CARP21	94	16	69 108 215 216 234 339 349 431 513 518 564 592 607 611 679 720 765 815 826 873 887 
121	TAYF	95	7	69 214 240 258 292 310 344 
122	DAL300	94	1	69 97 234 455 
123	TH224	50	7	71 177 215 477 634 1133 1142 
124	TH110	96	9	71 91 157 223 283 331 402 407 419 532 557 758 812 1083 1103 
125	CARP21	97	17	72 102 158 171 214 258 292 293 294 300 307 310 314 346 356 371 529 591 652 846 
126	PK25	5	10	73 164 
127	TAYE	98	1	74 100 152 243 292 307 314 
128	TAYF	99	10	74 107 172 357 
129	PK349	100	14	75 154 156 220 349 
130	PK243	101	5	77 105 106 124 181 231 335 351 364 395 402 419 428 432 450 456 458 482 493 686 730 779 1101 
131	PK243	37	12	151 231 335 428 522 
132	DAL119	102	10	77 109 132 243 352 377 384 469 470 494 649 776 
133	DAL2	103	12	78 347 619 
134	TH224	58	17	83 113 163 242 287 
135	TH110	104	6	83 153 203 204 242 244 248 374 384 398 465 467 480 497 516 567 599 616 
136	PK243	105	13	84 147 159 426 438 538 
137	CARP17	106	3	85 107 799 901 1048 1136 1148 
138	RCSEM	107	4	178 284 
139	DAL1	19	1	85 663 
140	TAYF	70	2	86 435 436 501 527 591 596 722 758 1068 1099 
141	PK25	108	1	87 229 406 418 443 546 547 578 579 585 786 921 936 952 960 984 1015 1038 1060 1126 1146 
142	DAL2	109	2	87 276 424 517 562 671 696 
143	PK349	3	13	88 238 245 400 514 747 802 
144	TAYG	87	16	90 223 255 271 285 391 403 536 
145	TH110	110	11	91 104 165 177 194 237 244 398 465 467 480 497 567 599 682 
146	PK349	111	6	92 96 334 527 570 596 619 636 680 722 751 753 797 900 917 925 948 967 981 1003 1045 1066 1130 1131 
147	CARP17	44	4	92 410 904 907 
148	PK180	112	3	93 140 145 181 195 304 397 430 445 487 507 512 541 552 558 559 565 572 582 610 732 762 864 886 
149	PK180	56	5	93 140 145 304 397 430 445 507 512 541 558 559 565 572 582 610 762 
150	TAYE	72	6	94 209 
151	DAL2	46	13	517 681 
152	EHII	48	1	95 381 551 704 799 935 
153	DAL300	66	2	98 216 267 455 
154	TH224	93	10	99 250 304 348 682 873 
155	TAYE	84	7	100 622 
156	TAYE	21	8	103 893 
157	DAL2	96	14	105 232 1016 
158	TAYG	38	6	107 211 259 408 639 664 816 869 996 1008 1021 1034 1057 1074 
159	CARP21	25	11	108 236 369 422 429 506 521 557 629 646 685 692 720 735 736 757 766 792 812 818 834 852 875 890 
160	BYC127	113	10	110 123 157 209 221 249 342 369 429 488 595 
161	EHI	114	13	111 167 308 427 555 589 622 753 755 815 868 
162	EHI	115	14	111 143 201 309 390 441 473 529 556 814 1146 
163	PK180	112	8	112 136 158 175 261 263 355 
164	TH224	116	9	113 287 332 545 715 752 
165	DAL2	18	15	515 
166	TH110	11	1	115 212 421 458 474 510 544 589 601 614 622 628 630 665 684 700 702 716 745 765 767 782 812 843 860 891 902 923 933 958 965 967 975 993 999 1006 1007 1034 1040 1042 1044 1063 1131 1133 1145 
167	CARP17	117	6	116 229 
168	RCSEM	118	5	117 
169	DAL119	119	15	119 250 439 462 466 584 586 666 808 1144 
170	BYC127	1	11	119 170 176 286 392 413 470 537 613 655 755 
171	TH104	120	7	134 149 161 660 
172	PK25	74	8	134 287 425 656 717 
173	TH104	86	3	134 141 149 348 405 666 798 
174	TH110	10	12	137 155 196 369 401 508 511 614 618 706 764 804 863 878 
175	GOB	121	5	138 150 398 774 
176	EHI	48	10	138 219 409 461 476 656 749 759 772 866 870 956 
177	EHI	2	7	138 143 412 414 468 475 483 568 656 786 788 814 1033 
178	TAYF	97	3	626 659 710 848 923 935 947 1013 1015 1132 1137 
179	PK180	88	4	140 145 304 397 430 487 507 512 541 558 559 565 572 582 610 762 886 
180	TAYG	79	2	141 274 329 396 472 510 616 650 692 791 807 816 858 895 909 918 920 929 933 942 956 962 970 976 980 986 988 1017 1032 1034 1036 1037 1043 
181	TH104	122	2	149 161 375 389 405 411 535 660 893 
182	DAL2	119	8	163 386 439 503 
183	DAL2	123	7	146 378 431 526 990 1061 
184	RCSEM	124	1	240 789 1002 1008 
185	DAL2	125	9	214 459 663 686 
186	GOB	60	9	155 337 
187	PK349	126	2	164 297 301 361 392 394 421 431 479 481 514 521 525 538 546 552 577 582 584 585 602 612 618 629 637 645 646 669 679 685 702 709 712 713 714 718 720 728 732 734 747 762 763 766 769 773 778 784 802 803 818 820 853 864 870 879 881 886 887 889 906 940 966 1003 1035 1046 1057 1062 1065 1078 1121 1139 
188	TAYD	28	4	172 
189	TAYF	127	16	172 217 219 408 
190	GOB	128	10	
191	EHLEC	50	1	359 761 
192	DAL2	87	10	185 203 444 526 1021 
193	TH224	129	11	188 529 624 628 634 705 761 
194	CARP17	44	1	190 732 1009 1087 1093 
195	BYC106	21	2	194 497 570 869 872 878 897 913 981 
196	CARP15	43	2	410 904 907 983 1025 1059 1118 
197	PK243	74	6	196 200 249 280 335 395 426 438 450 451 517 539 543 571 624 749 752 763 796 844 
198	BYC106	28	6	202 269 
199	TH224	104	3	205 305 374 589 654 741 926 995 
200	BYC127	81	5	207 534 688 744 822 842 876 897 911 961 997 1085 1095 1097 1138 
201	TAYF	122	17	485 665 761 
202	TAYE	124	2	223 357 795 
203	EHI	83	2	227 310 427 483 519 533 563 575 594 595 609 741 744 753 811 849 855 1069 
204	CARP21	130	9	228 330 433 443 513 518 546 549 560 564 569 587 592 605 607 611 652 679 770 810 815 826 873 887 
205	CARP21	87	13	231 260 285 315 348 420 463 536 548 560 574 598 635 640 705 733 761 785 801 806 931 1016 
206	CARP17	106	5	234 532 
207	EHLEC	103	2	235 386 
208	PK349	53	15	238 264 400 802 887 
209	EHI	67	11	246 350 356 421 453 461 462 568 575 776 796 1146 
210	TAYG	131	4	251 386 461 491 552 560 597 632 672 772 801 823 877 908 910 930 950 1010 1024 1031 1098 1123 
211	PK243	61	15	249 259 
212	TAYF	132	1	352 830 905 911 914 925 973 985 1023 1135 
213	PK243	5	16	259 
214	DAL119	122	16	262 270 289 316 597 608 647 666 780 882 
215	PK243	133	9	264 343 408 757 760 784 802 883 896 944 955 1017 1052 1116 
216	GOB	134	6	266 604 605 638 774 
217	DAL2	41	3	399 729 739 751 827 832 
218	TAYF	135	5	278 316 590 593 799 921 1001 1091 
219	TH104	45	9	278 353 
220	DAL119	103	17	281 376 383 440 452 460 484 554 594 827 
221	CARP17	135	7	282 1001 
222	TH224	50	12	283 838 868 989 1006 1036 1044 
223	DAL2	123	16	286 341 378 
224	TH110	29	7	287 301 390 415 488 501 540 551 570 771 800 867 980 1027 1060 1124 1131 
225	PK180	136	2	289 324 417 419 448 505 641 686 694 711 730 779 793 821 839 882 922 928 930 985 998 1001 1020 1022 1024 1064 1094 1108 1112 1122 1128 1141 
226	PK25	74	11	289 791 
227	TAYF	137	8	294 403 447 473 591 595 919 
228	TAYG	138	10	303 422 500 612 653 716 767 842 1027 1039 1086 
229	TAYF	139	13	303 680 790 951 1139 
230	TAYF	113	11	306 331 444 650 670 
231	TAYE	83	3	307 314 
232	TAYG	140	17	315 403 536 561 598 617 756 760 
233	CARP21	122	14	316 348 416 428 434 623 627 674 698 775 780 830 841 979 1005 1059 1066 1087 1100 1103 1118 1129 
234	TH224	141	2	326 520 601 638 640 647 655 668 700 746 
235	DAL2	17	4	336 474 513 554 862 
236	TAYE	76	4	350 623 866 
237	EHI	142	15	351 474 604 644 681 797 799 847 878 
238	PK243	133	11	354 394 527 553 667 672 746 
239	DAL2	65	5	376 383 435 440 460 524 594 
