Course	Room	Teacher	Time	Students
1	TH111	1	1	1 20 32 147 262 423 711 733 759 1101 
2	PK336	2	2	1 109 110 133 181 185 273 364 395 459 491 505 679 704 793 924 941 949 994 1015 1098 1099 
3	CARP25	3	2	2 176 530 548 637 684 1141 1175 1228 1244 1255 1272 1411 
4	DAL119	4	5	2 166 202 221 239 240 365 367 449 452 626 663 750 764 771 780 1079 1458 1478 1554 1556 1618 
5	DAL119	5	11	2 186 189 248 255 335 518 523 525 582 748 749 804 893 957 967 1001 1048 
6	TH224	6	13	3 326 458 636 799 931 1459 1479 1565 
7	CARP21	7	8	3 48 185 356 458 534 559 565 606 655 676 689 695 753 784 857 932 935 942 965 990 1042 1054 1238 1412 1479 1498 
8	PK20	8	6	4 147 152 224 307 330 369 451 453 622 969 1041 1082 
9	PK20	9	10	4 25 65 275 293 677 1528 
10	TH116	10	3	4 116 420 811 845 976 1451 1519 1575 
11	GOCOM	11	3	5 233 585 1171 1229 1410 
12	EHII	12	5	122 335 629 724 953 968 1216 1377 1622 
13	TAYF	13	9	6 227 269 322 332 415 419 444 500 516 582 673 785 1138 1151 1193 1262 1305 1418 1543 
14	CARP21	14	5	6 18 81 126 142 144 155 226 232 235 261 268 322 357 376 433 436 450 476 508 555 579 616 649 657 662 709 729 738 747 762 766 783 791 872 1083 1301 1438 1492 
15	CARP21	15	7	7 28 33 35 39 90 120 279 415 445 454 471 502 665 688 700 788 804 807 808 842 862 884 911 919 1466 1530 
16	DAL300	15	12	7 192 272 502 842 888 917 958 1101 
17	DAL300	16	7	259 272 403 546 707 885 1039 
18	PK278	17	2	8 9 42 54 107 141 142 200 222 229 244 245 269 377 390 398 399 428 432 483 497 552 585 647 652 659 717 735 740 743 755 777 779 784 964 1038 1405 1413 1533 1573 
19	DAL119	18	10	8 54 213 253 402 438 489 498 643 710 729 734 735 749 790 930 964 1093 1447 
20	DAL119	19	14	8 22 31 37 71 88 110 298 467 527 537 592 602 691 853 873 898 
21	CARP25	20	4	9 32 59 74 292 441 443 595 
22	TH110	21	5	9 62 92 287 299 344 435 541 624 630 707 969 1437 
23	TH104	22	7	10 26 79 84 89 475 610 1441 1442 
24	TH110	23	4	11 92 261 299 344 361 366 419 624 633 719 778 969 1014 1024 
25	PK20	24	8	12 19 41 118 180 297 384 386 390 668 674 
26	TAYB	25	1	12 69 293 302 514 533 553 613 1471 
27	PK20	26	2	13 40 41 44 70 76 93 118 121 127 135 154 158 191 213 223 268 300 305 311 319 400 406 424 440 461 554 620 727 736 738 795 
28	PK243	27	1	13 25 70 137 140 159 171 198 200 214 238 269 290 297 305 319 373 374 428 462 494 497 611 644 659 674 717 777 823 866 900 963 967 981 986 1002 1033 1097 1350 1359 1482 1573 1600 1625 
29	EHII	28	6	13 208 492 738 771 1018 1548 1593 
30	EHLEC	29	1	14 134 164 251 393 456 463 473 540 627 716 991 1303 1569 
31	EHLEC	30	6	157 347 597 887 1481 
