Course	Subject	Room	Teacher	Time	Students
57	PHIL2	PK349	51	7	46 74 365 376 427 469 482 674 721 753 787 1161 1287 1384 1555 
58	MATH3	PK20	52	13	20 48 75 105 151 152 159 175 204 241 251 259 281 287 291 336 358 382 390 410 428 484 535 537 576 593 594 615 645 682 685 705 739 770 1065 1080 1085 1087 1089 1153 1163 1174 1190 1255 1269 1272 1282 1311 1375 1510 
59	HART3	PK278	53	14	49 119 146 289 403 411 518 562 574 621 756 1195 1207 1345 1357 1369 1456 
60	ECON3	DAL119	54	14	51 161 404 494 
61	LATN0	PK229	55	6	308 656 714 797 876 
62	ITAL3	PK25	56	11	53 150 157 1062 1104 
63	PSYC2	PK338	57	2	54 116 157 188 246 384 449 477 481 490 543 597 615 628 634 669 723 727 752 870 951 961 1068 1081 1082 1123 1127 1196 1222 1231 1261 1288 1476 1478 1482 1523 1526 
64	GNST2	TH110	58	3	42 55 65 115 296 391 461 601 602 659 831 879 1223 1230 1262 1283 1305 1374 1405 1416 1512 1513 1542 
65	GNST1	TAYD	59	7	56 83 614 819 1393 1502 1517 1541 1563 
66	CHEM3	DAL119	60	15	56 57 64 399 554 1098 1125 
67	SOCL3	PK180	61	8	59 71 107 129 130 131 142 153 160 181 187 272 274 284 355 400 401 435 466 473 554 560 570 606 668 696 765 
68	SOCL3	PK229	62	7	59 107 131 142 181 284 
69	CSTS3	PK229	30	8	61 396 439 544 1088 1313 1355 
70	LING1	PK338	63	10	57 64 215 216 254 342 382 431 456 480 648 649 744 781 800 811 830 832 835 852 890 949 972 973 1071 1110 1190 1466 1485 1520 1565 1567 1579 1580 
71	ARTW2	PK243	31	17	65 201 215 220 338 484 505 566 789 1187 1219 1525 
72	PSYC1	PK20	64	6	66 96 108 122 177 193 197 216 239 309 422 428 467 533 572 577 647 743 772 790 791 795 805 820 829 835 843 844 852 861 863 865 866 868 877 887 892 896 904 905 908 909 918 920 922 926 927 933 937 949 954 964 972 973 991 993 997 1008 1015 1028 1029 1030 1039 1041 1044 1073 1075 1092 1102 1123 1130 1131 1398 1461 1482 1514 1595 
73	SOCL3	PK243	65	8	66 95 443 660 1150 1354 
74	EDUC2	PK278	66	3	66 117 560 611 658 672 703 760 768 1148 1169 1297 1346 1356 1380 1399 1441 
75	ECON2	TH110	67	9	67 94 137 151 161 291 340 366 374 393 414 558 583 652 685 751 1091 1364 1386 1430 1467 1493 
76	ITAL1	PK349	56	14	68 100 134 162 208 225 468 526 579 719 731 802 951 1525 1566 
77	PSYC3	TH110	68	16	70 82 116 118 157 163 369 499 508 557 596 605 617 659 1221 1372 1373 1377 1379 1410 
78	SOCL1	PK338	65	14	71 129 142 145 160 187 195 213 224 284 301 323 352 385 390 560 696 734 750 807 862 866 894 897 912 986 991 1072 1082 1594 
79	GEOL2	PK234	69	10	72 178 290 516 587 613 712 1322 1352 1359 1360 1509 
80	PHYS1	PK338	70	3	72 205 278 310 327 386 455 513 548 653 700 712 776 794 802 817 853 883 899 969 976 995 1010 1020 1021 1077 1360 1519 
81	PHIL3	PK234	71	11	74 341 376 482 616 749 1333 1384 1431 1526 1550 
82	PHIL3	PK229	51	9	74 77 152 616 674 717 1333 
83	PHYS1	PK180	72	3	74 107 111 131 163 238 269 356 425 567 665 723 742 893 950 1101 1154 1206 1214 1234 1251 1254 1278 1315 1326 1382 1440 1477 1484 
84	MATH2	PK20	73	11	48 75 130 154 159 175 231 241 246 278 294 299 332 344 382 410 428 441 452 501 525 537 578 591 593 594 614 634 682 685 699 728 745 770 928 1014 1046 1047 1109 1119 1124 1234 1269 1278 1341 1375 1404 1429 1448 1461 1477 1527 1531 1587 
85	MATH3	PK338	74	11	105 137 151 152 259 281 287 291 353 390 451 484 535 705 769 1065 1080 1089 1153 1174 1176 
86	PHYS3	TAYD	72	16	75 162 164 288 307 336 430 452 603 
87	POLS3	PK234	75	12	67 79 321 365 400 611 1141 1179 1238 1406 
88	SPAN3	PK278	12	4	21 42 79 110 117 122 139 382 394 397 409 502 546 552 1084 1086 1230 
89	POLS2	PK349	76	15	80 173 191 217 230 314 373 408 509 645 746 1274 1300 1452 1548 
90	COML2	PK336	77	6	81 155 190 514 531 555 732 845 864 885 1524 
91	PSYC3	DAL119	39	1	81 82 117 133 163 262 394 618 1288 
92	PHIL2	PK278	71	5	38 84 174 273 302 553 674 749 803 804 875 1030 1081 1169 
93	PSYC2	PK336	78	7	349 479 517 520 571 584 623 1094 1157 1431 
94	HIST2	PK338	21	16	86 100 254 301 328 384 421 457 529 536 636 771 778 783 796 805 895 910 936 938 965 984 1030 1056 1109 1130 1134 1267 1508 1564 
95	ENGL3	PK229	18	10	87 184 318 335 471 706 1096 
96	MATH3	PK234	73	13	88 359 402 426 446 465 470 550 558 591 747 1266 
97	ECON3	PK234	79	14	91 312 341 366 443 608 746 1085 1091 1151 1266 1375 
98	HEBR0	PK336	80	8	50 92 270 646 655 787 838 1080 1185 1491 
99	ITAL2	PK25	81	12	95 281 1121 1483 
100	MATH1	PK338	82	4	62 96 109 158 189 260 265 268 276 387 395 442 445 461 468 628 643 658 703 763 792 795 870 983 1079 1083 1138 1154 1236 1257 1291 1327 1392 1393 1504 
101	POLS1	PK180	22	5	78 101 191 237 309 339 447 631 648 707 714 720 737 738 776 796 801 912 936 944 946 1029 1075 1141 1489 
102	POLS2	PK229	36	11	78 101 141 195 282 733 737 
103	GERM1	PK234	20	1	102 194 203 221 308 482 566 614 625 626 709 715 1475 
104	FREN0	TH110	15	1	73 103 123 228 245 249 250 309 632 638 707 956 962 969 988 1072 1074 1105 1109 
105	PSYC3	PK180	64	9	39 103 120 183 219 263 296 320 409 419 488 596 597 615 617 622 670 677 691 752 1113 1178 1200 1250 1301 
106	EDUC2	PK25	83	5	6 29 105 1401 1540 
107	SPAN2	PK336	29	9	107 238 383 429 506 560 734 747 765 832 1418 
108	LING3	PK25	34	13	92 108 514 639 1114 
109	PSYC2	PK180	84	10	111 116 158 240 294 337 411 490 528 539 631 707 768 770 1081 1148 1184 1247 1277 1318 1380 1388 1439 1552 1585 
110	RUSS2	TH110	85	4	3 65 68 113 208 214 264 336 398 431 436 544 659 694 789 862 900 1064 1088 1116 1166 1211 
111	POLS2	PK338	86	17	119 132 141 194 229 230 414 435 555 568 569 589 611 631 678 720 1056 1087 1135 1141 1143 1325 1368 1370 1390 1419 1451 1490 1518 
112	CITY2	DAL300	87	5	122 211 
113	HIST3	DAL119	14	2	123 318 360 984 1118 
114	ARCH3	BYC127	88	13	123 185 293 497 
115	ENVS1	PK338	89	7	60 128 200 240 432 564 577 593 624 638 686 749 773 782 809 855 867 869 871 874 906 907 938 950 958 968 1011 1044 1070 1103 1334 1363 1463 1588 1589 
116	SOCL2	PK278	87	15	101 129 224 229 240 471 563 570 612 625 631 723 865 948 1394 
117	MATH2	PK20	90	3	33 92 94 130 154 155 158 159 162 168 207 218 231 232 233 241 242 243 244 285 292 294 297 299 307 343 345 351 354 374 431 458 464 491 524 525 530 534 578 587 614 627 633 634 642 645 649 650 651 652 655 699 713 728 740 754 767 785 815 849 850 858 868 875 894 901 911 928 960 977 998 999 1001 1002 1007 1014 1016 1023 1027 1055 1066 1067 1119 1120 1124 1140 1158 1164 1366 1424 
118	POLS2	PK229	91	12	132 148 221 308 352 704 1025 
119	FREN2	PK234	92	15	67 133 161 416 456 478 528 531 741 814 1086 
120	ANTH2	PK25	43	6	126 136 286 476 580 1133 
121	ANTH3	PK349	25	8	138 184 369 371 391 407 476 477 503 601 701 702 1139 1192 1263 1421 
122	ARAB0	PK336	93	10	143 147 190 460 508 1362 1473 1514 1522 1546 
123	ARCH3	PK25	94	14	144 185 293 497 
124	CMSC2	TAYD	95	8	105 148 299 368 492 729 1163 1587 
125	GEOL2	PK349	96	16	148 178 210 258 290 295 310 362 455 516 613 624 1273 1360 
126	ANTH2	PK180	97	15	77 93 125 149 179 208 259 276 283 363 429 442 516 519 541 671 701 725 760 1149 1201 1402 1403 1495 
127	ECON2	PK180	98	4	151 155 231 232 241 242 250 291 347 374 428 524 535 576 652 736 751 1041 1065 1093 1163 1172 1215 1233 1382 1442 1477 1499 1529 
128	HART2	PK278	4	6	27 156 186 389 403 411 456 482 540 573 574 688 700 752 1063 1121 1158 1212 
129	PHYS2	PK229	99	13	162 307 650 729 767 1140 
130	PHYS3	PK336	100	11	164 258 264 270 288 1087 1168 1385 1426 
131	ARCH2	PK278	88	16	89 144 165 293 300 357 487 489 518 646 744 882 1006 1331 1352 
132	ARCH2	PK349	101	17	188 199 216 444 487 489 497 538 580 656 777 908 1331 
133	FREN1	TH110	92	17	165 196 490 500 575 729 835 837 845 872 898 917 978 986 1022 1066 1357 
134	CITY2	TH110	13	10	172 235 343 383 415 416 433 583 688 719 730 756 797 1102 1298 1397 1434 1481 1497 1511 1513 1545 
135	PHYS1	PK243	72	9	1 174 222 236 331 427 470 493 578 582 715 740 1059 1161 
136	PHYS1	PK234	102	2	174 222 236 331 470 493 578 715 740 977 1161 
137	CMSC3	PK234	34	3	22 176 287 311 332 368 445 490 597 687 766 1376 1455 
138	SOCL3	DAL119	65	3	142 160 187 355 435 443 606 750 1114 
139	HART2	PK243	103	10	110 192 303 339 548 570 574 585 716 935 1159 1289 1357 1387 
140	SPAN1	PK20	104	16	192 202 213 218 224 229 292 313 325 339 386 387 410 418 464 512 515 532 570 577 629 649 686 698 708 712 720 732 743 753 761 762 773 784 803 809 820 909 916 924 941 975 979 1017 1110 1176 
141	HART2	PK234	105	4	27 192 269 596 635 710 722 843 1018 1159 1177 1532 1579 
142	POLS2	PK278	47	7	194 217 237 306 308 309 328 400 457 459 485 525 559 738 924 1231 1320 
143	FREN0	PK180	92	11	185 198 237 333 338 379 461 493 545 581 626 656 700 716 775 788 791 799 811 825 874 876 964 1060 1075 
144	GEOL1	PK338	106	5	146 202 210 228 248 388 392 410 416 514 559 734 812 834 838 845 872 884 891 1003 1061 1095 1121 1164 1173 1218 1323 1335 1340 1359 1361 1501 1507 1521 1562 1600 
145	CITY1	PK25	94	15	204 720 1026 1559 
146	CNSE0	PK278	107	8	209 248 305 332 393 514 727 728 854 921 1000 1119 1361 1487 1496 1516 1530 1560 
147	RUSS1	TAYD	85	9	214 431 1064 1515 1538 
148	RUSS2	BYC127	108	14	219 697 759 
149	RUSS1	DAL119	109	16	219 351 467 550 714 844 1451 1504 
150	CMSC1	PK20	110	9	16 110 115 162 164 165 220 226 235 255 270 279 295 346 378 380 415 422 466 484 504 524 542 588 611 647 648 693 705 723 769 775 886 951 974 980 985 1002 1032 1046 1049 1078 1099 1116 1134 1138 1177 1211 1224 1304 1313 1342 1344 1390 1434 1456 1492 1534 1551 1553 1597 
151	ECON1	PK20	111	7	2 146 222 229 230 251 329 361 375 389 433 465 492 507 536 636 645 646 651 715 788 790 793 799 830 837 854 860 898 905 914 921 929 947 952 959 965 967 977 998 999 1000 1007 1010 1014 1020 1023 1024 1026 1031 1035 1039 1045 1050 1051 1067 1078 1240 1254 1368 1389 1464 1470 1471 1496 
152	ARTD1	PK234	112	16	235 853 877 1013 1054 1124 1203 1314 1452 1467 1572 
153	GERM2	DAL119	113	17	24 115 252 412 903 1116 1156 
154	ARTD3	PK25	114	16	575 826 1544 1596 
155	CSTS2	PK25	19	7	26 197 351 458 709 884 
156	GERM3	BYC127	113	1	29 256 330 551 
157	EDUC3	DAL119	115	4	396 539 603 768 1145 1148 1213 1247 
158	RUSS2	PK229	105	14	94 264 437 483 540 848 1116 
159	BIOL3	EHLEC	8	10	265 358 494 
160	PHIL3	PK349	11	9	46 252 376 434 749 758 1169 1182 1229 1252 1310 1328 1453 1458 1460 
161	SOCL3	PK234	62	17	145 181 274 284 355 543 660 694 1256 1354 1371 
162	CSTS3	PK25	116	17	280 544 620 1396 
163	ITAL2	BYC127	81	15	95 281 1112 1483 
164	ANTH3	PK229	117	1	15 93 135 293 408 567 1205 1279 
165	RUSS2	BYC127	105	2	288 759 822 1475 
166	SPAN2	TAYD	29	10	214 561 692 734 990 1112 1389 1425 
167	ITAL0	PK338	118	12	27 301 307 640 652 800 829 885 886 902 926 943 982 985 990 996 1029 1037 1079 1115 1276 1447 1558 1568 1569 1571 1574 1575 1576 1582 1584 1591 1592 
168	ARTD2	BYC127	97	16	127 303 1298 1302 
169	POLS2	TH110	119	5	79 247 306 367 424 457 478 563 565 618 625 689 702 922 1079 1108 1147 1358 1412 1486 1505 
170	CHEM1	PK20	120	8	68 103 121 136 147 159 164 167 200 212 223 225 292 295 323 326 343 344 354 390 491 532 533 564 640 650 654 738 739 752 764 780 784 798 800 815 823 833 842 852 855 858 859 876 880 897 928 939 942 957 968 996 1010 1034 1035 1041 1048 1049 1060 1076 1083 1137 
171	CHEM2	PK20	121	12	35 41 102 104 120 127 173 183 189 190 198 207 234 244 251 268 296 297 324 340 345 377 386 417 454 458 464 483 527 534 549 573 622 624 627 638 642 670 686 713 725 754 763 781 911 1004 1101 1110 1126 1140 1163 1407 
172	POLS3	PK25	75	8	321 563 1114 1141 1167 1561 
173	GNST2	PK336	44	12	85 349 479 517 520 571 584 623 1094 1157 1431 
174	EAST2	PK336	122	13	85 349 479 517 520 571 584 623 1094 1157 1431 
175	ARTD1	BYC127	123	3	330 1290 1298 
176	BIOL1	PK20	48	4	11 104 164 166 186 233 288 298 324 340 391 453 506 513 523 579 586 587 619 632 633 640 647 654 670 711 717 727 735 774 813 825 827 828 839 842 849 851 856 860 861 864 869 874 888 903 906 915 916 925 934 940 956 958 960 962 963 966 979 985 987 1001 1004 1005 1009 1012 1013 1015 1017 1022 1033 1038 1042 1043 1047 1050 1058 1060 1074 1087 1110 1132 1417 1449 1538 
177	BIOL1	PK20	7	5	104 164 166 186 233 288 298 324 340 391 453 506 513 523 579 582 586 632 640 647 654 670 711 717 735 774 813 825 827 828 839 842 849 851 856 860 861 863 864 869 874 880 888 903 906 915 916 925 940 956 958 960 962 963 966 979 985 987 1004 1009 1012 1013 1015 1017 1022 1038 1042 1043 1047 1050 1058 1060 1087 1110 1132 1417 1449 1479 1538 
178	HIST1	BYC127	124	17	332 728 1024 
179	CMSC3	PK25	110	10	22 333 336 445 1295 1454 
180	CNSE0	EHLEC	107	11	337 966 1049 
181	HIST3	PK336	125	14	198 380 568 586 638 679 701 748 1199 1263 1421 
182	LATN2	BYC127	55	4	61 342 744 1413 
183	SPAN0	PK180	126	12	137 343 451 547 647 805 824 831 834 856 869 873 922 927 929 933 938 959 961 989 994 995 998 1002 1032 1033 1068 
184	CNSE1	PK336	127	15	48 347 405 473 510 604 607 609 693 699 704 
185	ANTH1	PK336	2	16	350 388 504 583 713 779 806 888 1037 
186	ARCH3	BYC127	101	5	357 469 497 538 
187	MATH2	TAYD	128	11	218 359 405 426 465 497 1365 
188	GEOL2	DAL119	8	5	47 188 245 356 511 1138 1237 1241 
189	POLS2	DAL119	71	6	99 366 385 485 500 704 733 757 1100 
190	CMSC2	PK336	73	1	35 95 368 486 492 1064 1445 1454 1470 1474 1503 1533 
191	POLS3	BYC127	119	6	25 28 373 630 1084 
192	PHIL2	EHLEC	36	1	379 628 1319 1324 
193	SPAN1	PK229	104	15	383 619 1115 1486 1526 1598 1599 
194	ENGL2	PK243	1	1	385 414 420 684 727 735 761 946 952 1100 1129 1135 1323 
195	ARTD2	EHLEC	129	2	386 829 1208 1583 
196	PHIL2	EHLEC	11	3	388 493 733 1249 
197	HART2	PK278	38	17	186 324 389 454 536 572 598 643 676 715 744 910 1095 1158 1225 1385 1535 
198	COML2	DAL300	113	6	398 598 
199	CNSE2	DAL119	130	7	401 441 500 524 561 1330 1437 
200	ECON2	TAYD	79	12	405 589 663 1063 1422 1427 1443 1494 1500 
201	ITAL1	BYC127	118	7	303 422 648 
202	RUSS0	PK243	108	11	436 567 785 814 844 917 953 1015 1018 1036 1351 1504 1557 
203	RUSS3	EHLEC	131	4	437 766 846 
204	ARTD3	DAL119	132	8	80 438 826 1100 1208 1327 1338 
205	ARTT2	BYC127	133	8	817 872 1097 1105 
206	GREK2	EHLEC	116	12	331 439 1420 
207	EAST3	TAYD	124	13	315 372 441 534 610 680 1122 1244 1304 1457 
208	HIST2	PK243	76	12	36 45 99 407 447 478 515 568 733 753 1134 1212 
209	ECON2	PK336	98	17	250 367 413 448 608 1167 1303 1364 1397 1462 1483 
210	GNST2	EHLEC	134	5	40 239 472 
211	PHIL1	PK338	135	13	192 225 302 472 525 581 588 620 641 736 737 754 870 901 908 927 931 933 941 975 983 996 1005 1009 1057 1068 1081 1136 1137 1165 1186 
212	MATH1	PK20	136	14	344 523 773 784 788 799 811 812 846 847 855 857 867 871 873 881 886 895 898 899 907 916 929 939 942 947 957 958 959 961 968 969 980 987 995 1003 1020 1021 1022 1034 1038 1045 1046 1050 1052 1054 1058 
213	ARTD2	BYC127	137	9	254 849 889 
214	GREK0	PK229	138	2	197 489 709 884 900 988 
215	EDUC2	DAL119	52	9	20 47 294 386 1080 1148 1198 
216	ARTA2	DAL300	83	7	510 751 
217	ENGL2	PK336	139	2	176 223 357 446 511 526 803 1025 1056 1074 1100 1129 
218	ARCH1	PK349	94	10	266 362 417 518 589 656 659 836 902 919 925 971 997 1057 1171 1570 
219	EAST1	TH110	124	11	243 651 653 693 695 729 740 866 955 971 1122 1197 1254 1274 1296 1378 1423 1465 1487 1529 1554 1556 
220	ARTT3	EHLEC	140	6	537 545 546 582 
221	ANTH3	DAL300	88	17	
222	GEOL1	PK336	96	3	444 503 639 1069 1106 1128 1180 1245 1246 1570 
223	ECON3	EHLEC	67	7	91 366 558 
224	CITY2	DAL119	141	10	13 244 319 565 683 1152 1244 1442 
225	PHYS1	PK180	102	6	107 111 131 201 238 269 356 425 567 632 665 742 834 893 900 1087 1154 1206 1214 1234 1251 1254 1278 1315 1382 1440 1477 1484 
226	BIOL3	PK229	8	3	23 54 364 506 573 1188 1241 1264 
227	ARTD3	DAL300	112	8	575 
228	ARCH1	PK234	88	5	199 613 719 789 806 900 945 988 1539 1541 
229	SOCL3	EHLEC	75	13	131 696 742 
230	ANTH2	PK229	8	16	135 184 402 473 737 1432 1435 
231	CITY3	EHLEC	38	14	661 1177 1310 
232	HEBR2	EHLEC	76	16	661 664 777 
233	ARTD2	BYC127	142	10	38 1338 1577 1583 
234	CITY3	DAL300	79	13	663 
235	CITY2	DAL300	98	16	666 
236	ARTW3	PK336	143	4	261 496 657 690 705 708 782 878 1139 1216 1309 
237	HART2	EHLEC	11	15	700 1289 1326 
238	BIOL1	TAYE	144	1	764 
239	EMLY0	PK20	40	1	771 772 773 774 775 776 777 778 779 780 781 782 783 784 785 786 787 788 789 790 791 792 793 794 795 796 797 798 799 800 801 802 803 804 805 806 807 808 809 810 811 812 813 814 815 816 817 818 819 820 821 822 823 824 825 826 827 828 829 830 831 832 833 834 835 836 837 838 839 840 841 842 843 844 845 846 847 848 849 850 851 852 853 854 855 856 857 858 859 860 861 862 863 864 865 866 867 868 869 870 871 872 873 874 875 876 877 878 879 880 881 882 883 884 885 886 887 888 889 890 891 892 893 894 895 896 897 898 899 900 901 902 903 904 905 906 907 908 909 910 911 912 913 914 915 916 917 918 919 920 921 922 923 924 925 926 927 928 929 930 931 932 933 934 935 936 937 938 939 940 
240	QUAN0	PK243	145	13	771 808 832 892 915 940 948 949 953 955 972 990 994 1044 
241	FREN0	PK338	146	1	17 125 417 419 444 585 650 710 942 947 965 981 1001 1004 1005 1008 1012 1023 1025 1028 1040 1045 1063 1078 1126 1142 1171 1511 1578 
242	HIST2	PK243	147	2	100 762 926 943 945 953 962 978 1058 1130 1242 1488 1590 
243	PSYC2	PK180	148	13	5 28 93 116 133 214 252 304 394 449 496 629 665 757 781 810 816 918 966 1113 1160 1280 1288 1367 1392 1541 
244	CHEM1	PK229	120	17	722 801 808 863 1044 1054 1055 
245	CSTS2	PK25	138	1	267 724 1194 1258 1355 1428 
246	RUSS2	TAYE	11	2	
247	SOCL2	DAL119	149	11	286 352 529 612 840 944 1082 1162 1166 
248	SPAN0	PK278	10	1	426 948 957 980 993 1011 1034 1038 1043 1052 1054 1083 
249	HIST2	TH110	147	12	149 250 266 328 360 521 538 555 569 630 664 757 830 919 984 1011 1090 1097 1112 1155 1186 
250	ENGL1	TH110	150	6	929 934 977 992 998 999 1001 1003 1014 1021 1023 1033 1035 1040 1046 1047 1050 1055 1077 1137 
251	PSYC1	PK243	148	3	52 463 496 542 605 608 813 934 937 1028 1073 1094 1121 1324 
252	GEOL1	TAYD	41	1	11 454 950 1069 1106 1180 1246 1581 
253	CITY2	PK229	38	4	88 156 289 868 974 1306 1391 1443 
254	CHEM3	TAYD	9	2	56 64 399 522 590 662 1098 1189 1286 1384 1438 
255	PSYC3	PK278	148	9	117 133 160 163 211 496 499 508 1090 1106 1107 1151 1160 1175 1415 1449 
256	CITY2	PK243	151	4	2 34 47 322 372 561 609 683 684 692 1152 1339 1348 1543 
257	EAST2	BYC127	152	11	242 347 604 1117 1146 
258	SOCL3	TAYD	149	3	76 255 612 660 668 684 748 1108 1150 1400 
259	CITY2	TAYE	153	4	
260	POLS2	EHLEC	153	17	430 755 1210 
261	BIOL2	DAL300	154	1	553 
