Course	Room	Teacher	Time	Students
1	BYC127	1	17	1 625 816 
2	PK100	2	5	2 27 64 90 96 114 118 141 166 181 183 190 207 236 318 340 369 375 389 436 512 576 721 
3	EHLEC	3	9	3 533 584 684 730 735 877 
4	TH110	4	6	4 379 515 541 613 651 719 740 834 978 1103 
5	PK338	5	14	4 14 17 33 47 48 50 56 69 81 88 89 99 119 123 127 131 134 191 192 214 222 228 230 231 237 271 279 288 310 311 312 329 349 359 360 362 642 758 
6	PK349	4	2	4 48 52 231 272 279 408 418 442 506 610 
7	PK338	6	8	5 160 438 449 470 596 638 647 648 692 700 742 755 778 796 826 835 890 895 902 903 916 930 934 935 949 951 957 966 977 978 979 980 984 987 992 1006 1021 1031 1033 1046 1054 1055 1069 1089 1090 1098 1105 1107 1118 1122 1132 1152 1158 
8	PK20	7	12	6 282 372 512 601 662 804 905 1073 1111 
9	PK25	8	3	7 164 222 329 380 878 
10	PK278	9	11	7 8 74 92 105 130 177 197 242 321 370 441 471 473 498 587 610 643 665 694 791 797 890 938 1057 
11	TH110	10	14	7 16 95 148 180 242 255 304 343 473 489 493 498 
12	PK349	11	5	7 31 55 106 130 180 186 217 242 264 265 343 587 
13	TH104	12	1	8 64 171 183 192 202 204 236 
14	TH104	12	2	8 64 171 183 192 202 204 236 
15	PK25	13	7	8 105 130 172 217 
16	TH110	14	4	9 20 79 117 158 224 233 252 306 339 359 413 417 524 560 561 
17	PK278	14	13	9 12 34 42 58 61 79 94 102 113 117 121 144 193 224 233 246 248 252 260 292 306 316 319 385 413 
18	PK100	15	15	10 36 37 58 98 99 107 112 114 128 141 153 188 215 220 256 272 295 361 538 844 
19	PK349	16	6	10 17 56 122 124 128 141 179 232 272 538 
20	TH104	17	17	10 42 262 304 314 421 901 1137 
21	PK100	18	10	10 12 20 34 64 165 213 246 260 305 345 398 469 508 676 695 754 775 853 881 
22	PK25	19	6	11 77 303 317 455 
23	TH110	19	1	24 43 59 72 77 137 150 201 216 250 267 280 303 305 315 352 374 741 
24	PK100	20	1	11 146 284 296 311 326 359 366 397 401 476 496 540 614 651 664 768 957 1058 1062 
25	PK349	21	14	12 23 107 209 253 333 399 659 678 1206 
26	PK20	22	8	13 45 63 138 226 243 382 429 483 537 588 589 618 652 724 792 824 885 
27	PK278	23	6	13 45 63 96 226 243 270 277 289 301 306 368 388 415 421 443 445 452 490 491 518 519 539 579 596 797 866 
28	TH110	24	5	13 66 70 78 200 208 219 226 251 254 378 603 611 733 750 804 
29	TH110	25	3	13 45 152 159 270 289 350 373 463 519 525 539 550 733 804 835 
30	PK100	26	17	14 33 55 63 118 171 218 347 423 475 508 528 576 606 720 730 734 758 885 
31	PK349	27	11	14 58 88 108 118 165 184 366 420 537 
32	DAL119	28	1	15 232 234 1029 
33	TH110	29	16	15 229 249 287 357 408 419 432 484 517 580 592 
34	CARP21	30	2	15 128 221 476 482 632 690 787 822 840 993 
35	PK20	31	5	16 62 79 214 224 240 459 559 602 889 933 983 1056 1089 
36	TH110	32	15	16 79 113 224 248 285 292 342 417 555 578 858 
37	PK243	33	14	299 619 785 816 914 
38	PK349	34	7	17 21 56 191 204 230 231 232 397 497 520 
39	TH104	23	9	18 23 135 139 152 297 311 373 
40	PK349	35	3	18 603 645 658 855 900 953 994 999 1013 1014 1136 
41	TH104	36	3	19 344 353 419 484 530 
42	PK349	37	12	19 66 78 135 228 264 283 344 353 359 
43	PK25	38	13	21 334 522 550 818 861 
44	TH104	39	4	22 87 330 374 396 550 572 645 
45	TH104	40	6	22 87 156 176 254 364 374 
46	PK278	41	1	23 44 140 156 278 399 406 437 452 458 478 497 533 571 574 624 668 691 704 737 827 834 860 982 994 999 1047 1059 1067 1082 1092 1094 1138 1203 
47	CARP21	42	1	45 139 159 269 407 421 463 518 607 685 782 1035 
48	TH110	43	7	24 77 244 250 406 433 541 543 563 611 682 780 790 817 842 
49	BYC127	44	9	24 201 305 
50	CARP21	45	3	25 102 136 175 420 454 469 567 668 713 1033 1150 
51	BYC127	10	16	25 34 42 
52	TH110	46	2	26 54 80 91 97 133 168 199 203 205 217 247 291 363 405 451 462 467 
53	PK100	46	11	26 91 97 115 116 125 133 146 168 185 196 198 203 205 241 274 290 313 317 351 363 
54	PK278	47	8	27 80 110 181 318 347 369 394 460 481 493 501 508 512 554 577 598 634 715 814 907 1000 1027 1077 1111 1123 1144 1150 
55	PK100	48	7	27 90 96 110 114 118 121 181 183 184 189 190 202 213 236 279 309 340 347 369 512 540 
56	EHLEC	49	10	27 171 548 581 693 
57	DAL119	50	7	28 32 
58	CARP21	50	17	28 29 32 35 41 109 132 152 210 367 
59	PK180	51	11	28 40 737 829 
60	PK180	52	1	29 86 334 549 599 700 
61	PK243	53	3	29 109 132 210 291 431 480 516 678 774 
62	PK180	53	2	29 35 41 480 
63	CARP21	54	8	30 51 159 169 195 298 325 393 488 496 575 
64	PK180	40	7	30 34 377 513 
65	TH104	55	12	30 105 120 246 263 553 748 820 
66	EHLEC	56	11	31 62 101 169 327 346 769 
67	PK180	57	6	32 396 435 506 
68	EHLEC	58	12	32 365 409 689 793 1012 1065 
69	TH110	20	8	33 47 48 50 69 99 131 144 231 360 403 404 417 439 504 
70	PK278	59	4	33 50 105 371 436 451 497 547 600 608 627 716 722 775 793 807 834 945 954 972 1034 1056 1065 1160 1179 
71	PK180	60	15	57 642 
72	PK278	61	5	36 110 121 313 351 377 403 428 430 438 531 604 609 614 615 679 709 713 761 764 789 810 825 846 1049 1053 1127 1132 
73	PK25	62	1	36 82 180 418 558 683 
74	PK180	63	16	37 164 309 670 
75	PK243	64	4	37 151 328 438 510 585 664 883 
76	DAL119	65	14	37 
77	PK243	66	5	38 143 173 194 261 266 296 326 486 586 
78	PK338	67	15	39 60 125 145 162 182 187 245 261 266 299 311 381 402 444 563 572 603 633 709 761 784 826 915 920 929 959 960 972 979 1010 1053 1055 1072 1098 1111 1162 1169 1195 
79	TH111	38	14	40 
80	BYC127	68	15	41 89 514 827 
81	PK243	69	15	43 203 328 352 391 406 543 863 
82	PK25	70	15	44 84 200 239 293 
83	DAL119	44	11	44 239 
84	PK100	67	4	45 135 139 243 259 277 301 324 382 388 411 415 437 463 490 491 519 532 588 596 607 685 772 786 
85	PK20	71	13	46 47 116 547 591 650 1147 1202 
87	PK100	62	12	46 151 188 215 234 404 425 430 536 558 605 609 639 664 801 951 992 1086 1130 
88	CARP21	73	10	48 88 107 128 148 151 256 309 434 510 
89	PK243	74	6	49 164 456 486 647 749 1149 
90	CARP21	41	11	51 147 167 207 335 350 477 513 518 771 
91	PK338	75	10	51 65 159 161 163 175 182 209 235 258 337 384 395 443 445 446 457 459 466 474 475 488 496 499 500 511 519 534 545 579 596 607 617 700 748 756 781 801 804 816 819 830 856 869 870 873 874 1146 
92	PK25	63	8	52 107 346 414 699 
93	PK100	76	14	52 91 282 430 488 562 565 690 726 872 895 897 998 1017 1073 1074 1129 1178 
94	DAL300	17	4	
