Course	Room	Teacher	Time	Students
28	DAL300	26	7	18 249 256 314 347 367 369 372 377 453 481 525 534 629 744 833 848 901 920 
29	EHLEC	27	2	20 27 88 127 238 285 413 439 583 618 627 644 673 724 743 755 773 798 813 827 912 993 
30	DAL119	28	2	280 301 392 435 576 623 
31	EHLEC	27	11	20 27 32 61 139 141 144 165 174 186 242 284 301 319 351 376 
32	DAL300	20	8	20 36 43 132 134 142 170 268 442 461 568 668 681 733 740 743 748 859 
33	EHLEC	29	5	21 193 237 242 259 364 366 376 399 426 472 509 598 617 665 768 771 772 896 978 1164 
34	EHLEC	5	7	21 166 316 366 379 485 583 662 675 693 727 762 858 879 914 991 1002 1068 1164 
35	DAL300	7	5	22 26 104 153 166 179 224 255 292 302 320 459 464 528 535 607 621 720 823 
36	TAYF	30	5	187 194 261 266 
37	CARP21	31	11	22 76 108 122 143 148 194 196 289 387 428 527 553 571 573 
38	DAL300	32	1	23 93 213 295 348 371 408 415 436 502 547 557 590 593 631 661 675 692 704 711 715 719 722 745 764 821 839 853 865 867 896 914 956 958 973 981 982 1015 1029 1036 1039 1051 1055 1057 1060 1066 1082 1083 1098 1100 1102 1111 1118 1128 1130 1139 1145 1147 1151 1158 1161 
39	BYC106	33	1	51 74 160 309 368 401 717 799 808 
40	DAL25	34	2	24 107 531 611 648 660 676 739 750 761 763 771 783 844 849 905 
41	PK338	35	4	25 125 150 202 208 227 250 276 295 354 406 700 702 733 768 797 802 818 871 877 886 890 929 930 939 948 961 976 991 1001 1025 1026 1086 1093 1101 1158 1161 
42	TAYSEM	36	1	25 181 244 407 683 885 1144 1149 
43	CARP21	37	17	25 358 403 411 421 576 643 677 703 711 864 
44	DAL25	1	9	25 80 125 
45	EHLEC	38	6	26 103 104 157 321 536 550 596 611 635 691 706 893 929 940 1019 1027 1033 1054 1065 1107 
46	CARP21	15	7	26 62 129 226 265 266 393 398 492 553 648 678 698 738 850 863 872 958 1021 1092 1096 
47	TAYG	39	7	27 139 345 391 
48	CARP21	40	15	28 271 303 403 407 434 440 493 613 683 757 834 919 
49	BYC127	41	9	28 46 98 146 172 341 796 
50	DAL25	42	6	28 46 52 113 178 336 
51	CARP21	43	2	29 108 109 158 270 289 354 399 417 463 471 479 490 503 507 529 592 620 635 706 708 807 980 1136 
52	BYC127	6	6	29 119 122 153 261 283 332 473 526 589 
53	CARP21	44	10	30 68 245 277 354 422 423 428 430 473 503 507 591 599 601 624 687 706 
54	TH110	45	3	31 43 220 278 402 514 574 611 634 638 649 684 724 741 795 816 904 932 984 987 1043 1065 1117 1119 
55	PK25	46	3	318 355 455 497 
56	TH110	47	12	31 63 123 126 184 185 212 221 225 272 342 378 
57	GOB	48	2	31 103 190 215 307 374 390 430 443 501 557 565 581 594 629 642 651 684 694 700 719 720 729 774 775 786 792 795 797 811 816 821 824 829 839 851 861 874 875 920 922 926 927 928 933 934 943 948 959 962 
58	TH110	49	14	32 45 311 411 468 499 623 628 803 845 933 
59	CARP25	40	1	33 59 84 130 132 170 231 345 
60	CARP21	50	5	33 144 161 216 251 288 363 384 402 420 425 478 496 510 568 634 667 696 834 840 873 889 953 972 983 993 1056 1162 
61	DAL300	51	16	33 84 103 152 271 303 397 447 562 639 645 646 663 761 902 
62	CARP21	52	13	33 59 130 132 170 231 312 356 412 421 434 613 639 663 
63	PK229	53	14	34 72 175 188 201 203 210 512 
64	TAYSEM	54	4	34 56 78 378 468 913 987 
65	BYC127	55	1	319 349 403 433 446 524 615 624 679 708 753 790 806 919 978 985 986 988 1033 1044 1076 1117 
66	TH110	56	1	35 52 111 126 184 185 204 211 240 281 293 342 343 362 373 402 441 451 462 465 469 481 482 489 501 506 579 609 638 652 676 752 758 759 763 772 776 902 903 1140 1142 
67	PK338	57	8	35 238 253 257 544 547 570 717 721 742 812 831 836 882 941 1012 1039 1045 1099 1103 1108 1123 1126 1127 
68	CARP21	58	4	37 76 108 143 270 422 430 487 503 571 573 615 624 629 636 641 716 722 739 757 786 800 807 808 815 842 849 
69	TH110	59	5	37 263 358 585 602 632 692 699 843 879 893 899 921 939 977 979 1005 1097 1115 1125 1139 1148 
70	GOB	60	1	38 263 550 596 599 682 686 689 690 691 693 695 696 698 699 700 702 787 797 801 805 816 831 834 835 836 844 845 847 862 871 873 878 882 884 887 890 893 926 927 929 931 932 935 938 939 940 941 946 947 
71	BYC127	61	2	38 412 585 657 767 853 902 904 923 938 941 965 989 1015 1028 1029 1063 1068 1081 1083 1092 1093 1094 1103 1107 1112 1123 1137 1141 
72	BYC127	55	4	404 449 575 645 664 686 695 730 766 794 799 856 916 1030 1045 
73	DAL119	62	11	39 105 225 363 365 844 1114 
74	DAL119	63	17	39 92 124 308 482 
75	TH224	64	16	41 348 
76	GOCOM	65	1	42 56 223 681 818 
77	CARP21	66	12	42 44 85 89 134 155 181 182 211 218 246 252 265 290 582 
78	DAL25	67	5	42 73 213 232 250 762 828 
79	TAYF	49	10	42 127 445 
80	PK229	68	7	43 49 90 118 168 278 324 362 419 436 467 511 519 598 608 620 672 737 838 1163 
81	PK229	46	6	43 149 170 248 324 350 432 460 514 527 581 588 610 616 622 680 707 782 823 838 864 
82	CARP21	69	8	44 89 181 191 361 392 440 515 541 738 755 810 850 872 1023 1050 1052 
83	CARP21	70	16	44 147 155 181 218 246 252 265 285 393 537 544 850 
84	TAYF	71	11	45 70 191 192 335 
85	DAL300	72	4	45 104 159 197 263 537 565 603 625 637 651 694 701 750 761 825 855 927 947 985 997 1000 1023 
86	DAL300	51	17	47 106 118 168 236 271 318 457 460 461 492 586 664 679 782 
87	EHLEC	73	16	47 105 180 384 673 857 898 900 921 1090 
88	PK229	74	5	49 72 90 115 148 210 286 313 374 375 410 419 456 467 490 495 498 500 511 555 592 714 
89	PK229	68	17	49 278 286 313 
90	TAYC	63	3	50 177 259 474 
91	PK229	75	13	51 55 73 121 152 253 264 282 300 381 521 
92	DAL25	42	3	52 178 386 407 411 435 506 591 
93	TAYSEM	54	3	62 304 322 378 490 
94	PK338	76	3	53 58 60 79 89 98 116 137 140 219 223 226 228 230 244 260 262 291 315 367 382 396 429 433 454 491 494 523 525 534 557 578 584 593 604 666 683 685 874 883 924 
95	PK338	76	6	54 66 71 74 140 161 172 202 228 230 232 260 262 317 323 325 330 333 335 347 429 476 486 523 584 593 666 683 
96	PK229	9	10	55 112 187 306 382 405 429 431 449 469 518 522 575 616 
97	PK229	77	8	55 73 112 201 232 306 382 405 429 431 449 469 486 490 518 521 522 575 578 616 
98	TH110	63	2	56 323 358 381 418 550 555 601 712 796 871 916 935 940 979 1003 1049 1066 1069 1108 1120 1133 1143 1151 1152 1165 
99	PK243	78	3	56 65 75 213 250 306 448 502 521 530 577 802 
100	EHLEC	79	12	57 78 111 376 413 421 538 559 626 658 663 726 866 1039 
101	PK338	80	5	58 66 74 100 135 151 159 202 205 219 223 226 262 276 291 315 317 323 325 333 347 360 367 383 427 454 470 476 486 491 521 525 534 574 578 593 924 
102	TH110	81	16	60 254 318 355 436 539 553 577 608 
103	PK25	46	2	60 254 421 553 663 
104	TAYF	82	4	61 344 497 668 810 897 1052 
105	BYC127	83	7	61 156 269 272 290 322 329 462 580 632 
106	EHLEC	27	14	62 128 171 273 274 446 472 536 636 662 766 1109 
107	DAL300	84	12	62 141 235 285 301 320 351 409 464 466 516 648 739 778 849 892 
108	TH224	64	9	63 161 346 353 509 1053 
109	TH224	85	6	63 83 128 171 451 545 
110	DAL119	86	12	64 258 657 665 952 1138 1144 
111	PK243	87	4	65 220 306 494 502 577 597 609 874 
112	CAN314	88	1	67 85 125 190 333 422 723 1001 1027 1061 1086 
113	TAYF	60	2	68 173 492 647 710 721 778 780 832 882 1008 1101 1109 
114	TAYF	13	7	68 71 76 137 199 320 
115	BYC106	50	3	69 667 
116	TH224	33	10	69 145 790 870 
117	TH224	38	11	452 458 753 
118	GOB	89	10	74 357 579 647 700 775 944 996 1065 
119	TAYG	90	2	75 171 291 357 683 
120	EHLEC	91	17	77 120 240 327 441 508 524 545 559 570 648 
121	TH224	92	13	77 287 364 
122	EHLEC	93	8	78 105 133 157 250 355 398 478 510 823 857 884 905 971 1072 1078 1080 
123	TAYG	94	5	78 516 724 763 
124	TH110	95	7	81 86 87 92 169 200 217 229 241 243 248 298 308 338 350 444 532 
125	TH110	3	6	81 86 92 93 94 117 127 169 200 215 217 229 234 235 241 243 247 281 298 308 
126	TH110	96	17	81 218 234 248 299 370 450 532 605 
127	TH110	47	13	84 204 240 281 342 419 489 662 769 788 813 960 
128	TAYF	97	8	85 395 438 497 
129	TAYF	98	16	87 168 200 
130	DAL119	39	14	88 165 295 516 642 868 
131	DAL119	86	15	88 92 186 439 600 628 
132	TAYC	99	1	88 354 712 796 
133	DAL300	100	9	90 132 149 156 203 298 361 371 397 458 459 477 520 522 554 562 721 865 
134	TAYF	26	17	91 154 
135	DAL300	98	10	94 97 129 156 202 298 314 338 368 369 377 433 535 548 580 756 918 
136	DAL25	101	14	94 
137	TAYF	102	13	95 331 444 792 
138	PK338	103	11	96 110 359 959 
139	DAL25	104	7	96 245 637 770 923 968 
140	PK338	35	13	96 359 959 
141	DAL119	26	1	97 206 300 358 369 398 849 872 891 911 
142	TH110	96	10	126 141 279 308 411 455 463 487 564 602 656 729 851 891 
143	EHLEC	67	3	99 133 139 154 214 237 327 346 366 379 509 538 543 628 657 688 728 845 847 858 909 914 999 1063 1086 1107 
144	PK338	80	9	100 114 116 135 205 305 323 
145	DAL25	105	10	101 986 1088 
146	DAL25	67	11	101 125 385 
147	TH224	38	2	101 303 742 754 961 1095 
148	TAYC	102	5	
149	GOB	46	15	103 145 312 416 505 520 716 
150	DAL300	84	13	106 166 177 179 238 330 459 464 508 519 535 621 633 753 823 827 
151	BYC127	83	10	107 426 478 587 682 1072 
152	TH224	106	14	109 220 1142 
153	PK338	107	12	110 359 812 959 
154	TH110	108	15	111 362 373 437 451 462 465 489 501 517 813 
155	PK229	109	9	112 201 210 232 382 405 429 431 449 469 486 490 518 575 578 616 
156	BYC127	110	12	112 148 
157	CAN314	88	2	114 380 535 547 
158	PK229	110	16	115 277 334 360 471 592 594 
159	GOB	111	13	115 371 447 568 619 708 712 911 
160	CARP17	18	3	216 
161	PK25	112	1	117 324 582 673 685 1167 
162	PK25	15	9	118 
163	BYC127	113	8	122 196 245 307 387 388 558 563 589 
164	TAYF	114	1	122 235 443 509 537 725 778 803 1085 
165	TH224	115	3	123 212 225 272 342 362 472 813 
166	DAL119	116	16	124 446 656 720 828 923 
167	DAL300	7	6	124 164 340 392 401 529 541 548 569 621 636 654 739 746 792 832 898 949 1106 1112 
168	EHII	117	1	127 540 653 856 949 
169	GOB	89	16	128 223 452 470 524 579 910 
170	CARP25	118	2	130 167 231 345 356 402 465 
171	TAYG	28	12	
172	BYC127	55	11	134 440 580 
173	EHLEC	119	13	136 197 207 237 328 409 468 483 570 627 772 803 955 
174	DAL119	79	7	138 165 340 341 518 573 574 594 
175	DAL119	11	8	138 446 482 555 687 730 925 
176	GOB	120	4	140 188 260 351 361 372 376 442 528 544 689 743 760 785 805 846 866 892 949 966 
177	PEMSTD	121	3	1000 
178	TAYG	122	6	144 165 351 642 971 
179	TAYG	123	3	145 241 488 906 1118 
180	DAL25	42	12	150 564 742 
181	DAL119	25	3	159 656 762 820 931 938 1022 1056 1155 
182	TH110	124	11	159 603 636 685 767 781 850 890 923 933 1033 1122 1128 1129 
183	DAL300	100	2	160 286 316 400 447 454 461 477 514 527 538 546 551 572 574 586 591 596 599 619 646 655 658 672 677 695 735 757 801 817 818 835 867 878 898 915 946 966 968 969 992 1002 1011 1013 1017 1018 1024 1027 1035 1036 1037 1067 1071 1073 1104 1153 1154 1163 
184	CARP17	125	1	162 174 220 418 840 1003 1020 1043 1089 1091 1126 
185	CARP21	79	14	164 294 484 621 677 737 763 1011 1025 1059 1083 1116 1131 1147 
186	PK25	15	5	168 236 
187	TAYG	105	1	169 419 566 646 649 660 823 922 
188	TAYC	116	4	177 311 
189	TAYF	126	14	178 293 310 
190	TAYF	82	15	182 184 274 
191	TH224	69	15	183 740 776 
192	BYC127	61	5	186 447 458 473 493 562 643 737 745 793 837 
194	TAYG	127	13	188 
195	PK25	110	6	195 425 594 
196	TH110	95	4	198 328 426 448 530 538 590 611 643 647 661 687 712 756 764 774 788 896 934 1098 1145 
197	PK243	87	5	494 597 614 826 854 970 974 
198	PK229	128	4	207 252 343 394 420 506 552 569 586 587 650 653 691 703 829 840 909 963 964 982 1031 1049 1063 1090 1096 
199	TAYSEM	54	2	209 414 637 685 699 815 855 953 967 990 
200	TH224	129	1	337 387 517 761 984 
201	TH224	64	12	279 304 769 
202	PK243	130	2	219 233 436 622 791 862 886 903 924 1148 
203	GOB	131	11	219 517 559 604 606 619 899 909 997 
204	TH224	54	17	225 790 
205	TAYC	102	2	227 504 561 
206	TAYF	120	9	228 230 339 543 552 913 
207	GOB	23	7	230 247 339 476 517 543 561 666 895 984 
208	TAYG	29	8	236 346 370 916 
209	DAL300	132	11	246 249 367 377 433 453 500 533 629 747 756 803 833 848 901 918 920 
210	BYC127	41	3	257 479 542 550 653 665 675 698 747 887 900 915 975 979 1023 1050 1078 1088 1090 1091 1138 
211	TAYG	23	14	258 
212	DAL119	133	9	260 370 386 585 643 730 825 973 
213	GOB	23	9	263 317 496 545 632 732 807 848 903 1129 
214	TAYG	54	11	268 479 
215	DAL119	116	10	270 437 474 864 955 1020 1098 1130 
216	EHLEC	19	15	273 288 379 409 463 480 483 560 595 727 768 879 
217	DAL25	116	13	308 
218	TAYG	55	15	290 
219	TAYG	127	4	291 299 346 781 865 1012 1059 
220	CARP21	134	6	294 497 582 586 618 652 668 693 725 799 836 862 863 897 903 925 941 946 963 981 982 1029 1045 1050 1075 1076 1134 1165 
221	TH224	135	4	834 888 1014 1073 1100 1113 
222	CARP13	64	2	304 
223	BYC106	136	2	309 717 764 804 897 
224	CARP21	40	9	312 415 434 609 613 690 696 835 952 965 969 992 1000 1019 1044 1066 1089 1091 1153 1162 
225	TAYG	92	16	315 
226	GOB	137	8	316 357 725 769 832 957 1051 1060 1067 1070 1110 
227	TAYG	11	9	322 566 828 
228	BYC106	138	5	326 365 
229	PK338	99	10	330 335 396 494 604 746 
230	CARP21	43	1	336 379 470 560 666 747 774 788 800 879 894 900 920 948 977 997 1056 1072 1075 1110 1127 1135 1159 
231	EHLEC	122	4	345 414 415 435 439 600 605 628 673 684 724 755 773 814 827 887 912 937 954 990 995 1109 1144 1156 
232	PEMSTD	139	4	349 
233	PEMSTD	140	1	428 771 
234	PEMSTD	141	2	349 908 
235	CAN314	33	3	368 518 
236	PK25	142	10	374 
237	PK229	110	15	375 432 456 467 498 511 707 839 
238	BYC106	138	4	384 690 1048 
239	TAYG	62	17	398 
240	DAL25	143	4	400 413 618 674 680 762 770 1133 
241	GOB	134	17	404 616 743 825 955 1038 1135 
242	TH224	144	7	404 542 567 665 932 969 988 
243	CARP25	106	3	412 421 749 885 
244	DAL119	96	13	415 435 576 590 600 752 794 
245	DAL300	132	14	418 480 481 487 533 534 584 595 713 810 857 870 891 906 911 1102 
246	TAYG	18	10	418 840 995 999 
247	TAYE	62	1	440 
248	TAYF	72	3	459 526 531 607 640 644 725 738 753 
249	DAL25	34	1	727 828 952 960 971 980 995 996 1000 1019 1035 1040 1046 1053 
250	EHLEC	145	9	472 492 531 548 590 610 635 641 664 686 719 771 782 818 822 930 1021 1076 1101 
251	PK229	77	12	507 787 888 1028 1042 1043 1046 1055 1061 1104 1141 
252	PK338	99	14	507 812 832 
253	CARP13	38	1	510 793 
254	DAL25	67	15	512 
255	TH224	115	8	532 777 786 907 1119 1151 
256	PK25	45	11	577 
257	PK25	142	12	581 
258	DAL25	102	16	600 
259	TH110	96	9	603 657 735 867 877 883 899 956 962 1005 1080 1082 1103 1110 1123 1149 
260	CARP17	18	2	614 654 746 749 994 1075 
261	PK25	122	7	664 671 902 
262	PK338	146	7	686 699 821 878 908 926 972 975 1003 1004 1006 1013 1026 1028 1055 1060 1061 1062 1074 1077 1104 1129 1137 1141 1145 
263	TH251	147	1	728 918 
264	DAL2	15	1	
265	PEMSTD	148	5	798 
266	PEMSTD	111	6	855 
267	CARP15	62	2	983 
268	PK338	149	15	1034 1112 
269	GOCOM	65	2	
